match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,bigChanceMissed,blockedScoringAttempt,keyPass,savedShotsFromInsideTheBox
14147390,home,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,False,14.0,11.0,8.0,5.0,0.0,6.0,6.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,90.0,17.0,7.4,4.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,78.57142857142857,62.5,,,0.0,,,,,,
14147390,home,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,False,27.0,11.0,9.0,4.0,0.0,7.0,14.0,4.0,12.0,2.0,1.0,2.0,5.0,11.0,11.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,18.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,,,,,,90.0,43.0,7.0,22.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,7,15,6,9,40.74074074074074,44.44444444444444,50.0,100.0,,,,,,,
14147390,home,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,D,4,False,30.0,15.0,11.0,5.0,0.0,11.0,17.0,4.0,12.0,0.0,0.0,7.0,4.0,11.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,90.0,41.0,6.9,19.0,0.2,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,11,5,1,4,50.0,45.45454545454545,,,,1.0,,,,,
14147390,home,37956,FK Arsenal Tivat,889352,Zoran Mikijelj,zoran-mikijelj,D,19,False,26.0,17.0,7.0,3.0,0.0,11.0,13.0,3.0,8.0,0.0,0.0,6.0,5.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,29.0,7.3,13.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,11,3,0,3,65.38461538461539,42.857142857142854,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,984070,Marko Živanović,marko-zivanovic,D,26,False,31.0,20.0,5.0,3.0,0.0,8.0,12.0,9.0,15.0,1.0,1.0,0.0,4.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,90.0,38.0,7.3,17.0,0.01,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,6,3,64.51612903225806,60.0,100.0,,,,1.0,,,,
14147390,home,37956,FK Arsenal Tivat,1005627,Aleksa Ćetković,aleksa-cetkovic,M,28,False,36.0,21.0,7.0,1.0,0.0,8.0,9.0,9.0,20.0,0.0,0.0,6.0,5.0,14.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,44.0,6.6,18.0,0.38,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,11,12,4,8,58.333333333333336,14.285714285714285,,,,1.0,,1.0,1.0,,
14147390,home,37956,FK Arsenal Tivat,184773,Irfan Šahman,irfan-sahman,M,8,False,29.0,21.0,3.0,1.0,0.0,9.0,9.0,8.0,14.0,0.0,0.0,5.0,2.0,19.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,90.0,35.0,6.7,9.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,7,18,4,14,72.41379310344827,33.33333333333333,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,363780,Staniša Mandić,stanisa-mandic,M,77,False,26.0,14.0,7.0,4.0,0.0,5.0,9.0,5.0,12.0,1.0,1.0,1.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,62.0,29.0,6.8,14.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,3,6,53.84615384615385,57.14285714285714,100.0,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,1947605,Petar Ražnatović,petar-raznatovic,M,10,False,8.0,3.0,1.0,0.0,0.0,,3.0,3.0,5.0,1.0,0.0,2.0,1.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,,,,,,72.0,13.0,6.7,8.0,0.0,0.2,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,3,9,37.5,0.0,0.0,,,1.0,,,,1.0,
14147390,home,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,M,7,False,22.0,16.0,2.0,0.0,0.0,1.0,2.0,14.0,19.0,5.0,2.0,0.0,1.0,11.0,14.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,,,,,,90.0,47.0,7.2,12.0,0.23,0.07,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,1,24,13,11,72.72727272727273,0.0,40.0,100.0,,5.0,1.0,,,1.0,
14147390,home,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,False,10.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,7.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,45.0,16.0,6.3,11.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,1,5,30.0,0.0,,,,3.0,,,,,
14147390,home,509406,FK Arsenal Tivat,941693,Aleksandar Katanić,aleksandar-katanic,F,9,True,6.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,7.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,,,,,45.0,17.0,6.5,6.0,0.35,0.0,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,9,6,3,3,83.33333333333334,100.0,,,,2.0,,,2.0,,
14147390,home,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,M,11,True,6.0,1.0,0.0,0.0,0.0,,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,8.0,6.6,6.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,16.666666666666664,,,,,,,,,,
