player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 14, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,goal,penalty,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.3, 'z': 9.9}",0.76,0.81,6954890,90,6.0,5751,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 54.7, 'y': 0}, 'goal': {'x': 54.7, 'y': 90.1}}",1,549,351,shot,
"{'name': 'Mario Gjolaj', 'firstName': '', 'lastName': '', 'slug': 'mario-gjolaj', 'shortName': 'M. Gjolaj', 'position': 'M', 'jerseyNumber': '14', 'userCount': 11, 'gender': 'M', 'id': 1063202, 'fieldTranslations': {'nameTranslation': {'ar': 'ماريو جولاي'}, 'shortNameTranslation': {'ar': 'م. جولاي'}}}",True,block,,set-piece,"{'x': 28, 'y': 60, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003034,,6954889,90,2.0,5484,"{'start': {'x': 60, 'y': 28}, 'block': {'x': 60, 'y': 28}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,816,84,shot,"{'x': 28, 'y': 60, 'z': 0}"
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 7, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'bn': 'ওগনজেন রোলোভিচ', 'hi': 'ओग्जेन रोलोविच'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'bn': 'ও. রোলোভিচ', 'hi': 'ओ. रोलोविक'}}}",True,miss,,regular,"{'x': 24, 'y': 38, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43.6, 'z': 6.4}",0.03866,,6954888,88,,5276,"{'start': {'x': 38, 'y': 24}, 'end': {'x': 56.4, 'y': 0}, 'goal': {'x': 56.4, 'y': 93.6}}",3,124,2576,shot,
"{'name': 'Alden Škrijelj', 'firstName': '', 'lastName': '', 'slug': 'alden-skrijelj', 'shortName': 'A. Škrijelj', 'position': 'M', 'userCount': 8, 'gender': 'M', 'id': 1030476, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدن شكيليتش'}, 'shortNameTranslation': {'ar': 'أ. شكيليتش'}}}",False,save,,regular,"{'x': 24, 'y': 35, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 2.6}",0.04609,0.1134,6954887,86,,5104,"{'start': {'x': 35, 'y': 24}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 97.4}}",5,296,2404,shot,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,block,,regular,"{'x': 29, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005399,,6954886,84,,5040,"{'start': {'x': 50, 'y': 29}, 'block': {'x': 50, 'y': 29}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",7,360,2340,shot,"{'x': 29, 'y': 50, 'z': 0}"
"{'name': 'Georgios Makrydakis', 'firstName': 'Georgios', 'lastName': 'Makrydakis', 'slug': 'makrydakis-georgios', 'shortName': 'G. Makrydakis', 'position': 'D', 'jerseyNumber': '56', 'userCount': 10, 'gender': 'M', 'id': 1440632, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجيوس ماكريدكيس'}, 'shortNameTranslation': {'ar': 'ج. ماكريدكيس'}}}",False,miss,,set-piece,"{'x': 26, 'y': 31, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.4, 'z': 47.6}",0.003959,,6954885,70,,4191,"{'start': {'x': 31, 'y': 26}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 52.4}}",21,1209,1491,shot,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 14, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,miss,,regular,"{'x': 3, 'y': 44, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58.8, 'z': 54.1}",0.2616,,6954884,55,,3288,"{'start': {'x': 44, 'y': 3}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 45.9}}",36,2112,588,shot,
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,block,,regular,"{'x': 28, 'y': 59, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.008066,,6954883,41,,2430,"{'start': {'x': 59, 'y': 28}, 'block': {'x': 59, 'y': 28}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",5,270,2430,shot,"{'x': 28, 'y': 59, 'z': 0}"
"{'name': 'Andrej Đukić', 'firstName': '', 'lastName': '', 'slug': 'andrej-dukic', 'shortName': 'A. Đukić', 'position': 'M', 'userCount': 15, 'gender': 'M', 'id': 1000576, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري ديوكيتش'}, 'shortNameTranslation': {'ar': 'أ. ديوكيتش'}}}",False,save,,throw-in-set-piece,"{'x': 18, 'y': 83, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 12.8}",0.02832,0.03253,6954882,40,,2374,"{'start': {'x': 83, 'y': 18}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 87.2}}",6,326,2374,shot,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 14, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,post,,set-piece,"{'x': 10, 'y': 49, 'z': 0}",head,left,"{'x': 0, 'y': 55.4, 'z': 2.5}",0.1115,,6954881,32,,1886,"{'start': {'x': 49, 'y': 10}, 'end': {'x': 44.6, 'y': 0}, 'goal': {'x': 44.6, 'y': 97.5}}",14,814,1886,shot,
