player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType
"{'name': 'Marko Lekić', 'firstName': 'Marko', 'lastName': 'Lekić', 'slug': 'marko-lekic', 'shortName': 'M. Lekić', 'position': 'F', 'jerseyNumber': '46', 'userCount': 100, 'gender': 'M', 'id': 2235877, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ليكيتش'}, 'shortNameTranslation': {'ar': 'م. ليكيتش'}}}",True,miss,corner,"{'x': 6.1, 'y': 58.7, 'z': 0}",right-foot,left,"{'x': 0, 'y': 67.1, 'z': 12.5}","{'x': 1.2, 'y': 46, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615948,90,5.0,5669,"{'start': {'x': 58.7, 'y': 6.1}, 'block': {'x': 46, 'y': 1.2}, 'end': {'x': 32.9, 'y': 0}, 'goal': {'x': 32.9, 'y': 87.5}}",1,631,269,shot
"{'name': 'Stefan Milić', 'firstName': '', 'lastName': '', 'slug': 'stefan-milic', 'shortName': 'S. Milić', 'position': 'D', 'jerseyNumber': '44', 'userCount': 393, 'gender': 'M', 'id': 888701, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ميليتش', 'bn': 'স্টেফান মিলিক', 'hi': 'स्टीफ़न मिलिक'}, 'shortNameTranslation': {'ar': 'س. ميليتش', 'bn': 'এস. মিলিক', 'hi': 'एस. मिलिक'}}}",True,save,corner,"{'x': 14, 'y': 49.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 14.6}","{'x': 2.4, 'y': 49.3, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615940,90,5.0,5662,"{'start': {'x': 49.5, 'y': 14}, 'block': {'x': 49.3, 'y': 2.4}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 85.4}}",1,638,262,shot
"{'name': 'Matija Ninić', 'firstName': 'Matija', 'lastName': 'Ninić', 'slug': 'matija-ninic', 'shortName': 'M. Ninić', 'position': 'F', 'jerseyNumber': '42', 'userCount': 168, 'gender': 'M', 'id': 1655273, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا نينيش'}, 'shortNameTranslation': {'ar': 'م. نينيش'}}}",True,save,assisted,"{'x': 10.5, 'y': 60.9, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 50, 'z': 21.5}","{'x': 2.9, 'y': 52, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615905,90,3.0,5539,"{'start': {'x': 60.9, 'y': 10.5}, 'block': {'x': 52, 'y': 2.9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 78.5}}",1,761,139,shot
"{'name': 'Nikola Simic', 'firstName': 'Nikola Simic', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'D', 'jerseyNumber': '40', 'userCount': 685, 'gender': 'M', 'id': 1427163, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش'}, 'shortNameTranslation': {'ar': 'ن. سيميتش'}}}",True,miss,corner,"{'x': 7.6, 'y': 56.9, 'z': 0}",head,right,"{'x': 0, 'y': 40.3, 'z': 36.1}",,"{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615988,90,1.0,5403,"{'start': {'x': 56.9, 'y': 7.6}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 63.9}}",1,897,3,shot
"{'name': 'Bogdan Kostić', 'firstName': 'Bogdan Kostic', 'slug': 'bogdan-kostic', 'shortName': 'B. Kostić', 'position': 'M', 'jerseyNumber': '99', 'userCount': 564, 'gender': 'M', 'id': 1584964, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان كوستيتش'}, 'shortNameTranslation': {'ar': 'ب. كوستيتش'}}}",True,save,assisted,"{'x': 10.4, 'y': 32.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 15.2}","{'x': 2.2, 'y': 46.6, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615883,90,,5378,"{'start': {'x': 32.9, 'y': 10.4}, 'block': {'x': 46.6, 'y': 2.2}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 84.8}}",1,22,2678,shot
"{'name': 'Bogdan Kostić', 'firstName': 'Bogdan Kostic', 'slug': 'bogdan-kostic', 'shortName': 'B. Kostić', 'position': 'M', 'jerseyNumber': '99', 'userCount': 564, 'gender': 'M', 'id': 1584964, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان كوستيتش'}, 'shortNameTranslation': {'ar': 'ب. كوستيتش'}}}",True,miss,corner,"{'x': 29.6, 'y': 51.8, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.2, 'z': 20.8}",,"{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615858,87,,5195,"{'start': {'x': 51.8, 'y': 29.6}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 79.2}}",4,205,2495,shot
"{'name': 'Dimitrije Janković', 'firstName': 'Dimitrije Jankovic', 'lastName': '', 'slug': 'dimitrije-jankovic', 'shortName': 'D. Janković', 'position': 'M', 'jerseyNumber': '70', 'userCount': 326, 'gender': 'M', 'id': 1429960, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمتريي يانكوفيتش'}, 'shortNameTranslation': {'ar': 'د. يانكوفيتش'}}}",True,miss,assisted,"{'x': 25.9, 'y': 68.4, 'z': 0}",right-foot,high,"{'x': 0, 'y': 53.1, 'z': 73.6}",,"{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615753,82,,4894,"{'start': {'x': 68.4, 'y': 25.9}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 26.4}}",9,506,2194,shot
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",True,block,assisted,"{'x': 25.6, 'y': 42.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}","{'x': 16.3, 'y': 45.1, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615715,77,,4614,"{'start': {'x': 42.7, 'y': 25.6}, 'block': {'x': 45.1, 'y': 16.3}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",14,786,1914,shot
"{'name': 'Gboly Ariyibi', 'firstName': 'Gboly', 'lastName': 'Ariyibi', 'slug': 'gboly-ariyibi', 'shortName': 'G. Ariyibi', 'position': 'M', 'jerseyNumber': '11', 'userCount': 60, 'gender': 'M', 'id': 370644, 'fieldTranslations': {'nameTranslation': {'ar': 'جبولي أرييبي'}, 'shortNameTranslation': {'ar': 'ج. أرييبي'}}}",False,block,fast-break,"{'x': 15.4, 'y': 38, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.5, 'z': 19}","{'x': 12.9, 'y': 39.5, 'z': 0}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6615640,76,,4515,"{'start': {'x': 38, 'y': 15.4}, 'block': {'x': 39.5, 'y': 12.9}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 81}}",15,885,1815,shot
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",True,miss,corner,"{'x': 27.1, 'y': 42.5, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.7, 'z': 72.2}",,"{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6615538,70,,4147,"{'start': {'x': 42.5, 'y': 27.1}, 'end': {'x': 55.3, 'y': 0}, 'goal': {'x': 55.3, 'y': 27.8}}",21,1253,1447,shot
