minute,value
1.0,6
2.0,10
3.0,12
4.0,19
5.0,-28
6.0,-7
7.0,-18
8.0,-11
9.0,-26
10.0,-24
11.0,-10
12.0,-8
13.0,-7
14.0,21
15.0,31
16.0,19
17.0,19
18.0,38
19.0,53
20.0,31
21.0,18
22.0,10
23.0,4
24.0,14
25.0,-14
26.0,4
27.0,6
28.0,11
29.0,-10
30.0,-3
31.0,51
32.0,44
33.0,35
34.0,31
35.0,23
36.0,20
37.0,26
38.0,19
39.0,-11
40.0,11
41.0,81
42.0,19
43.0,21
44.0,53
45.0,91
45.5,-1
46.0,6
47.0,34
48.0,36
49.0,23
50.0,22
51.0,15
52.0,22
53.0,15
54.0,11
55.0,4
56.0,6
57.0,9
58.0,12
59.0,9
60.0,5
61.0,12
62.0,15
63.0,31
64.0,21
65.0,28
66.0,10
67.0,1
68.0,-9
69.0,69
70.0,86
71.0,59
72.0,54
73.0,35
74.0,12
75.0,3
76.0,-10
77.0,-40
78.0,-15
79.0,14
80.0,-28
81.0,-5
82.0,18
83.0,48
84.0,26
85.0,15
86.0,-17
87.0,62
88.0,39
89.0,33
90.0,38
90.5,50
