minute,value
1.0,-2
2.0,-37
3.0,-18
4.0,-10
5.0,47
6.0,32
7.0,20
8.0,50
9.0,38
10.0,17
11.0,7
12.0,7
13.0,4
14.0,5
15.0,5
16.0,5
17.0,-59
18.0,-32
19.0,-18
20.0,-14
21.0,-28
22.0,-51
23.0,-30
24.0,-17
25.0,36
26.0,23
27.0,-25
28.0,-10
29.0,6
30.0,-2
31.0,7
32.0,2
33.0,-4
34.0,-7
35.0,-8
36.0,46
37.0,36
38.0,23
39.0,21
40.0,19
41.0,4
42.0,-4
43.0,-11
44.0,-6
45.0,-3
46.0,1
47.0,7
48.0,10
49.0,7
50.0,-10
51.0,-3
52.0,-1
53.0,6
54.0,9
55.0,8
56.0,6
57.0,46
58.0,33
59.0,96
60.0,53
61.0,33
62.0,18
63.0,7
64.0,-31
65.0,-17
66.0,52
67.0,31
68.0,25
69.0,63
70.0,38
71.0,-50
72.0,-24
73.0,-14
74.0,-12
75.0,-7
76.0,1
77.0,2
78.0,-10
79.0,-10
80.0,-6
81.0,106
82.0,67
83.0,41
84.0,30
85.0,14
86.0,-40
87.0,-24
88.0,-14
89.0,21
90.0,8
90.5,-45
