minute,value
1.0,-6
2.0,-26
3.0,-11
4.0,-7
5.0,12
6.0,16
7.0,11
8.0,29
9.0,15
10.0,5
11.0,-24
12.0,23
13.0,-5
14.0,-5
15.0,-7
16.0,-14
17.0,-25
18.0,-18
19.0,-14
20.0,-24
21.0,-11
22.0,-8
23.0,-33
24.0,-23
25.0,65
26.0,30
27.0,20
28.0,12
29.0,10
30.0,-11
31.0,-43
32.0,-65
33.0,-41
34.0,-24
35.0,15
36.0,-7
37.0,13
38.0,2
39.0,-7
40.0,12
41.0,15
42.0,10
43.0,-13
44.0,-12
45.0,-17
45.5,61
46.0,-6
47.0,-8
48.0,-20
49.0,-22
50.0,-5
51.0,-9
52.0,-16
53.0,-13
54.0,-28
55.0,-64
56.0,-46
57.0,45
58.0,8
59.0,5
60.0,8
61.0,2
62.0,27
63.0,-15
64.0,5
65.0,14
66.0,-10
67.0,-11
68.0,-26
69.0,-23
70.0,-22
71.0,-39
72.0,-28
73.0,-22
74.0,-18
75.0,-16
76.0,-33
77.0,-36
78.0,-29
79.0,22
80.0,-10
81.0,-10
82.0,-20
83.0,-31
84.0,-29
85.0,-25
86.0,-23
87.0,-46
88.0,-34
89.0,-25
90.0,-55
90.5,-15
