player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,miss,fast-break,"{'x': 51.5, 'y': 26.8, 'z': 0}",right-foot,right,"{'x': 0, 'y': 17, 'z': 2.8}","{'x': 45.1, 'y': 54.2, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6350099,90,7.0,5762,"{'start': {'x': 26.8, 'y': 51.5}, 'block': {'x': 54.2, 'y': 45.1}, 'end': {'x': 83, 'y': 0}, 'goal': {'x': 83, 'y': 97.2}}",1,538,362,shot,
"{'name': 'Luka Bijelović', 'firstName': '', 'lastName': '', 'slug': 'luka-bijelovic', 'shortName': 'L. Bijelović', 'position': 'F', 'jerseyNumber': '28', 'userCount': 48, 'gender': 'M', 'id': 944503, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا بييلوفيتش', 'bn': 'লুকা বিজেলোভিচ', 'hi': 'लुका बिजेलोविक'}, 'shortNameTranslation': {'ar': 'ل. بييلوفيتش', 'bn': 'এল. বিজেলোভিচ', 'hi': 'एल. बिजेलोविक'}}}",True,block,fast-break,"{'x': 16.5, 'y': 57.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 19}","{'x': 11.2, 'y': 55.4, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6349868,90,3.0,5520,"{'start': {'x': 57.7, 'y': 16.5}, 'block': {'x': 55.4, 'y': 11.2}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 81}}",1,780,120,shot,
"{'name': 'Ejike Opara', 'slug': 'ejike-opara', 'shortName': 'E. Opara', 'position': 'F', 'jerseyNumber': '11', 'userCount': 157, 'gender': 'M', 'id': 1617764, 'fieldTranslations': {'nameTranslation': {'ar': 'إيجيكي أوبارا'}, 'shortNameTranslation': {'ar': 'إ. أوبارا'}}}",True,save,fast-break,"{'x': 13.7, 'y': 63.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 11.4}","{'x': 4.9, 'y': 56, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6349867,90,2.0,5518,"{'start': {'x': 63.4, 'y': 13.7}, 'block': {'x': 56, 'y': 4.9}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 88.6}}",1,782,118,shot,
"{'name': 'Dušan Pavlović', 'firstName': 'Dusan Pavlovic', 'lastName': '', 'slug': 'dusan-pavlovic', 'shortName': 'D. Pavlović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 69, 'gender': 'M', 'id': 1165955, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بافلوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافلوفيتش'}}}",False,save,set-piece,"{'x': 13, 'y': 54, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.6, 'z': 28.5}","{'x': 0.2, 'y': 50, 'z': 0}","{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6349853,89,,5339,"{'start': {'x': 54, 'y': 13}, 'block': {'x': 50, 'y': 0.2}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 71.5}}",2,61,2639,shot,
"{'name': 'Babacar Mboup', 'slug': 'babacar-mboup', 'shortName': 'B. Mboup', 'position': 'F', 'jerseyNumber': '12', 'userCount': 93, 'gender': 'M', 'id': 1566364, 'fieldTranslations': {'nameTranslation': {'ar': 'مبوب، باباكار'}, 'shortNameTranslation': {'ar': 'ب. مبوب'}}}",False,miss,assisted,"{'x': 9.4, 'y': 45.2, 'z': 0}",head,high-left,"{'x': 0, 'y': 56.1, 'z': 70.8}",,"{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6349827,83,,4948,"{'start': {'x': 45.2, 'y': 9.4}, 'end': {'x': 43.9, 'y': 0}, 'goal': {'x': 43.9, 'y': 29.2}}",8,452,2248,shot,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,save,fast-break,"{'x': 14.3, 'y': 47.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.6, 'z': 5.1}","{'x': 1.4, 'y': 50.9, 'z': 0}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6349811,79,,4726,"{'start': {'x': 47.9, 'y': 14.3}, 'block': {'x': 50.9, 'y': 1.4}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 94.9}}",12,674,2026,shot,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",False,miss,assisted,"{'x': 6.5, 'y': 38.8, 'z': 0}",head,close-left,"{'x': 0, 'y': 57, 'z': 18.1}",,"{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6350098,62,,3717,"{'start': {'x': 38.8, 'y': 6.5}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 81.9}}",29,1683,1017,shot,
"{'name': 'Ivan Davidović', 'firstName': 'Ivan Davidovic', 'slug': 'ivan-davidovic', 'shortName': 'I. Davidović', 'position': 'M', 'jerseyNumber': '24', 'userCount': 55, 'gender': 'M', 'id': 1147753, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان دافيدوفيتش'}, 'shortNameTranslation': {'ar': 'إ. دافيدوفيتش'}}}",True,miss,set-piece,"{'x': 13.3, 'y': 45.2, 'z': 0}",head,high,"{'x': 0, 'y': 52.6, 'z': 65.3}",,"{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6349707,61,,3634,"{'start': {'x': 45.2, 'y': 13.3}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 34.7}}",30,1766,934,shot,
"{'name': 'Dominic Sadi', 'firstName': 'Dominic Sadi', 'slug': 'sadi-dominic', 'shortName': 'D. Sadi', 'position': 'F', 'jerseyNumber': '30', 'userCount': 184, 'gender': 'M', 'id': 1398550, 'fieldTranslations': {'nameTranslation': {'ar': 'سادي، دومينيك', 'bn': 'সাদি, ডমিনিক', 'hi': 'सादी, डोमिनिक'}, 'shortNameTranslation': {'ar': 'د. سادي', 'bn': 'ডি. সাদি', 'hi': 'डी. डोमिनिक'}}}",True,goal,assisted,"{'x': 10.1, 'y': 43.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 12}",,"{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6349685,57,,3365,"{'start': {'x': 43.9, 'y': 10.1}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 88}}",34,2035,665,shot,regular
"{'name': 'Dušan Pavlović', 'firstName': 'Dusan Pavlovic', 'lastName': '', 'slug': 'dusan-pavlovic', 'shortName': 'D. Pavlović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 69, 'gender': 'M', 'id': 1165955, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بافلوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافلوفيتش'}}}",False,save,corner,"{'x': 6.9, 'y': 49.7, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.2, 'z': 31}","{'x': 0.3, 'y': 49.5, 'z': 0}","{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6349673,54,,3224,"{'start': {'x': 49.7, 'y': 6.9}, 'block': {'x': 49.5, 'y': 0.3}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 69}}",37,2176,524,shot,
