match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,savedShotsFromInsideTheBox,penaltySave,penaltyFaced,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialWon,duelLost,duelWon,totalClearance,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,aerialLost,shotOffTarget,interceptionWon,shotValueNormalized,dispossessed,errorLeadToAShot,bigChanceCreated,blockedScoringAttempt,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,totalContest,wonContest,onTargetScoringAttempt,lastManTackle,bigChanceMissed,goals,penaltyConceded,challengeLost,punches,outfielderBlock,totalOffside,penaltyWon,penaltyMiss
14015595,home,5149,FK Crvena zvezda,21927,Marko Arnautović,marko-arnautovic,F,89,False,14.0,11.0,,,0.0,1.0,2.0,10.0,12.0,2.0,,,,,79.0,25.0,8.0,6.0,92.69084870968,12.0,47.374110768845,1.0,,"{'original': 8, 'alternative': 7.3}",3,0.27,-0.52,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,7,5,3,2,78.57142857142857,,,,,,,3.0,6.0,6.0,1.0,,,3.0,3.0,,4.0,,,0.54,,,1.0,,9.9929671575022,9.9931474521294,3.0,,,3.0,,2.0,1.0,,2.0,,,,,
14015595,home,5149,FK Crvena zvezda,1029788,Vladimir Lučić,vladimir-lucic,M,37,True,12.0,10.0,,,0.0,2.0,2.0,8.0,10.0,2.0,,,,,11.0,14.0,6.8,3.0,30.509448715182,4.0,18.149923985179,1.0,,"{'original': 6.8, 'alternative': 6.8}",0,0.27,0.07,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,83.33333333333334,,,,,,,,1.0,,,,,,,,,,,,,,,,12.900329424546,14.227747572965,2.0,1.0,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,1937553,Jay Enem,tyron-enem-jay-ifeanyi-junior,F,42,True,6.0,5.0,,,0.0,,,5.0,6.0,1.0,,,,,11.0,11.0,6.7,2.0,16.747540235561,4.0,7.1820082973188,0.0,,"{'original': 6.7, 'alternative': 7}",2,0.25,0.11,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,83.33333333333334,,,,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,-0.42,,,,,,,,,,1.0,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,1974511,Luka Zarić,luka-zaric,M,40,True,2.0,1.0,,,0.0,1.0,1.0,0.0,1.0,,,,,,11.0,4.0,6.7,2.0,43.453347559032,4.0,6.0708244805123,1.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.19,0.06,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,50.0,,100.0,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,13.176069871438,25.894750220846,1.0,,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,1131048,Tomás Händel,tomas-handel,M,20,True,4.0,4.0,,,0.0,,,4.0,4.0,1.0,,,,,12.0,5.0,6.7,1.0,,,,,,"{'original': 6.7, 'alternative': 6.6}",0,0.06,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,100.0,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,1133882,Franklin Tebo,franklin-tebo,D,30,True,6.0,4.0,2.0,,0.0,3.0,4.0,1.0,2.0,,,,,,12.0,10.0,6.7,2.0,7.8162817012614,2.0,-0.59257233207305,0.0,,"{'original': 6.7, 'alternative': 6.6}",0,-0.01,0.0,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,66.66666666666666,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,867608,Rodrigão,rodrigao-prado,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,1493918,Adem Avdić,adem-avdic,D,71,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,878830,Bruno Duarte,bruno-duarte,F,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015595,home,5149,FK Crvena zvezda,1516318,Mahmudu Bajo,bajo,M,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
