minute,value
1.0,5
2.0,-18
3.0,-20
4.0,-51
5.0,-45
6.0,-51
7.0,-24
8.0,70
9.0,29
10.0,8
11.0,-24
12.0,-14
13.0,-12
14.0,18
15.0,-24
16.0,-12
17.0,-34
18.0,44
19.0,14
20.0,24
21.0,16
22.0,12
23.0,6
24.0,21
25.0,4
26.0,-20
27.0,-12
28.0,-12
29.0,-26
30.0,-13
31.0,-8
32.0,15
33.0,6
34.0,26
35.0,54
36.0,26
37.0,-16
38.0,8
39.0,-7
40.0,-17
41.0,-6
42.0,-1
43.0,6
44.0,37
45.0,61
45.5,-32
46.0,7
47.0,18
48.0,2
49.0,-7
50.0,-28
51.0,-24
52.0,-36
53.0,-10
54.0,-35
55.0,-44
56.0,-25
57.0,18
58.0,-9
59.0,12
60.0,-9
61.0,-6
62.0,-18
63.0,-21
64.0,-9
65.0,-10
66.0,-10
67.0,-10
68.0,-10
69.0,-29
70.0,-38
71.0,-53
72.0,-31
73.0,-32
74.0,-39
75.0,-45
76.0,-39
77.0,-50
78.0,-48
79.0,-28
80.0,-19
81.0,-28
82.0,-16
83.0,-3
84.0,-25
85.0,-15
86.0,-6
87.0,-4
88.0,14
89.0,3
90.0,17
90.5,-24
