match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,totalOppositionHalfPasses,dispossessed,blockedScoringAttempt,penaltyConceded,keyPass,shotOffTarget,penaltyWon,bigChanceMissed
14147339,home,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,False,31.0,31.0,3.0,3.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,90.0,33.0,7.8,0.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,100.0,,,0.0,,,,,,,,,
14147339,home,327162,Mladost DG,978475,Stephano Almeida,stephano-almeida,D,27,False,52.0,34.0,7.0,3.0,0.0,13.0,19.0,7.0,1.0,3.0,2.0,16.0,9.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,,,,,,,90.0,83.0,6.4,22.0,0.04,0.32,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,5,20,7,13,65.38461538461539,42.857142857142854,14.285714285714285,66.66666666666666,,19.0,30.0,4.0,1.0,1.0,2.0,,,
14147339,home,241802,Mladost DG,232450,Miguel Rodrigues,miguel-rodrigues,D,30,False,80.0,71.0,6.0,3.0,0.0,52.0,54.0,0.0,0.0,2.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,94.0,6.9,9.0,0.03,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,1,5,88.75,50.0,,,,16.0,21.0,,,,,1.0,,
14147339,home,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,71.0,61.0,13.0,7.0,0.0,45.0,49.0,0.0,0.0,3.0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,90.0,98.0,6.8,11.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,6,6,2,4,85.91549295774648,53.84615384615385,,,,16.0,21.0,1.0,,,,,,
14147339,home,327162,Mladost DG,880655,Zvonko Ceklić,zvonko-ceklic,D,6,False,52.0,43.0,6.0,3.0,0.0,25.0,29.0,4.0,1.0,1.0,2.0,8.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,81.0,67.0,6.5,9.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,5,7,82.6923076923077,50.0,25.0,100.0,,17.0,22.0,2.0,,,,,,
14147339,home,7887,Mladost DG,1149289,Balša Mrvaljević,balsa-mrvaljevic,M,18,False,43.0,27.0,4.0,2.0,0.0,5.0,9.0,7.0,1.0,0.0,0.0,10.0,7.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,77.0,67.0,6.7,17.0,0.08,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,0,17,7,10,62.7906976744186,50.0,14.285714285714285,60.0,,22.0,34.0,1.0,,,,,,
14147339,home,327162,Mladost DG,1149286,Nikola Radusinović,nikola-radusinovic,M,16,False,20.0,18.0,1.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.0,26.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,2,6,90.0,0.0,0.0,,,13.0,14.0,,,,1.0,,,
14147339,home,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,M,5,False,42.0,38.0,3.0,2.0,0.0,17.0,18.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,69.0,47.0,7.3,5.0,0.0,0.15,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,2,0,90.47619047619048,66.66666666666666,,100.0,,19.0,22.0,,,,1.0,,,
14147339,home,327162,Mladost DG,929719,Davor Kontić,davor-kontic,M,8,False,49.0,42.0,0.0,0.0,0.0,24.0,25.0,1.0,0.0,2.0,0.0,9.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,6.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,,,,,,,90.0,65.0,6.7,11.0,0.19,0.0,"{'original': 6.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,4,7,85.71428571428571,,0.0,,,18.0,24.0,,,,,1.0,,
14147339,home,327162,Mladost DG,1497156,Lazar Knezevic,lazar-knezevic,M,7,False,37.0,28.0,2.0,0.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,14.0,10.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,65.0,6.6,16.0,0.32,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,6,18,6,12,75.67567567567568,0.0,0.0,60.0,,18.0,25.0,2.0,,,1.0,2.0,,
