match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,totalOppositionHalfPasses,dispossessed,blockedScoringAttempt,penaltyConceded,keyPass,shotOffTarget,penaltyWon,bigChanceMissed
14147339,home,327162,Mladost DG,1030487,Anđelko Jovanović,andelko-jovanovic,F,10,False,54.0,49.0,6.0,5.0,0.0,17.0,18.0,4.0,1.0,3.0,1.0,14.0,12.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,81.0,79.0,7.8,15.0,0.05,0.08,"{'original': 7.8, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,4,22,11,11,90.74074074074075,83.33333333333334,25.0,100.0,,31.0,35.0,2.0,1.0,,1.0,2.0,,
14147339,home,327162,Mladost DG,1620437,Jagoš Roganović,jagos-roganovic,F,29,True,11.0,10.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,44.0,15.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,90.9090909090909,100.0,,100.0,,7.0,8.0,1.0,,,,,,
14147339,home,327162,Mladost DG,871881,Rodrigo Faust,rodrigo-faust,F,9,True,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,21.0,8.0,6.5,1.0,0.06,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,50.0,,0.0,,,1.0,2.0,,1.0,,,,,
14147339,home,35223,Mladost DG,1648560,Nikola Pavličević,nikola-pavlicevic,M,11,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,13.0,8.0,7.1,1.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,3,2,100.0,,,66.66666666666666,,2.0,2.0,,,,,,1.0,
14147339,home,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,True,10.0,10.0,1.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,9.0,11.0,7.4,0.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,100.0,100.0,100.0,,,3.0,3.0,,,,,,1.0,
14147339,home,327162,Mladost DG,1103884,Dušan Vuković,dusan-vukovic,M,77,True,9.0,8.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.0,15.0,7.1,2.0,0.76,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,88.88888888888889,100.0,,,,3.0,4.0,,,,,,,
14147339,home,327162,Mladost DG,1094114,Rajko Boljević,rajko-boljevic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,home,37958,Mladost DG,1005618,Nikola Vukotić,nikola-vukotic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,home,481825,Mladost DG,1800480,Nikola  Ukšanović,nikola-uksanovic,D,66,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,home,6225,Mladost DG,804420,Zeljko Krstovic,zeljko-krstovic,M,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,away,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,17.0,9.0,12.0,5.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,90.0,23.0,7.0,11.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,52.94117647058824,41.66666666666667,,,0.0,5.0,11.0,,,,,,,
14147339,away,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,9.0,8.0,3.0,3.0,0.0,5.0,5.0,1.0,0.0,3.0,2.0,12.0,5.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,16.0,6.8,6.0,0.04,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,5,12,3,9,88.88888888888889,100.0,0.0,,,2.0,3.0,,,,,,,
14147339,away,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,False,37.0,28.0,7.0,3.0,0.0,15.0,19.0,0.0,0.0,2.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,48.0,6.1,9.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,4,6,75.67567567567568,42.857142857142854,,,,13.0,18.0,,,1.0,,,,
14147339,away,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,24.0,20.0,7.0,4.0,0.0,13.0,14.0,0.0,0.0,2.0,1.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,33.0,6.8,6.0,0.0,0.19,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,1,9,83.33333333333334,57.14285714285714,,100.0,,7.0,10.0,,,,1.0,,,
14147339,away,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,21.0,16.0,2.0,2.0,0.0,7.0,10.0,0.0,0.0,2.0,0.0,18.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,34.0,6.4,16.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,2,22,6,16,76.19047619047619,100.0,,0.0,,9.0,10.0,2.0,,,1.0,,,
14147339,away,6226,FK Dečić Tuzi,334115,Matija Božanović,matija-bozanovic,M,16,False,26.0,18.0,2.0,0.0,0.0,11.0,15.0,0.0,0.0,2.0,2.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,32.0,6.3,15.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,3,8,69.23076923076923,0.0,,0.0,,6.0,10.0,,,,,,,
14147339,away,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,M,74,False,18.0,14.0,2.0,1.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,64.0,30.0,6.7,3.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,1,9,77.77777777777779,50.0,,33.33333333333333,,5.0,6.0,,,,,,,
14147339,away,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,16.0,10.0,1.0,1.0,0.0,2.0,5.0,2.0,1.0,2.0,0.0,12.0,5.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,29.0,6.4,9.0,0.19,0.04,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,5,10,62.5,100.0,50.0,50.0,,8.0,11.0,,,,1.0,1.0,,
14147339,away,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,False,29.0,15.0,2.0,0.0,0.0,5.0,6.0,4.0,1.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,64.0,40.0,7.6,13.0,0.84,0.0,"{'original': 7.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,3,4,51.724137931034484,0.0,25.0,100.0,,9.0,22.0,,,,,,,
14147339,away,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,False,11.0,6.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,0.0,10.0,7.0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,,46.0,24.0,6.6,7.0,0.52,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,7,7,54.54545454545454,0.0,0.0,83.33333333333334,,4.0,7.0,,,,,,,1.0
14147339,away,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,False,19.0,14.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,7.0,10.0,11.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,87.0,36.0,7.0,12.0,0.3,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,10,11,4,7,73.68421052631578,,0.0,100.0,,11.0,15.0,1.0,,,,,,1.0
14147339,away,6226,FK Dečić Tuzi,325325,Ibrahima Mame Ndiaye,ibrahima-mame-ndiaye,M,72,True,8.0,7.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,7.0,10.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,44.0,17.0,6.8,7.0,0.11,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,10,8,1,7,87.5,,0.0,,,4.0,5.0,,,,,,,
14147339,away,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,26.0,8.0,6.3,3.0,0.0,0.11,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,0,4,100.0,,,,,2.0,2.0,,,,1.0,,,
14147339,away,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,True,9.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,26.0,13.0,7.2,4.0,0.52,0.0,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,44.44444444444444,0.0,,,,3.0,7.0,,,,,,,
14147339,away,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,M,15,True,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,5.0,6.5,1.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,100.0,,,,,1.0,1.0,1.0,,,,1.0,,
14147339,away,6226,FK Dečić Tuzi,1396431,Danilo Radošević,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,away,6226,FK Dečić Tuzi,1799572,Halil Kajoshaj,halil-kajoshaj,D,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,away,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147339,away,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
