player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",False,block,assisted,"{'x': 10.8, 'y': 28.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.4, 'z': 19}",5978598,70,4140,"{'start': {'x': 28.9, 'y': 10.8}, 'block': {'x': 33, 'y': 8.1}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 81}}",21,1260,1440,shot,"{'x': 8.1, 'y': 33, 'z': 0}",
"{'name': 'Vasilije Kostov', 'slug': 'vasilije-kostov', 'shortName': 'V. Kostov', 'position': 'M', 'jerseyNumber': '22', 'userCount': 2752, 'gender': 'M', 'id': 1825955, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كوستوف'}, 'shortNameTranslation': {'ar': 'ف. كوستوف'}}}",True,save,assisted,"{'x': 13.6, 'y': 40.3, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.6, 'z': 24.1}",5978552,62,3719,"{'start': {'x': 40.3, 'y': 13.6}, 'block': {'x': 48.6, 'y': 4.1}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 75.9}}",29,1681,1019,shot,"{'x': 4.1, 'y': 48.6, 'z': 0}",
"{'name': 'Vasilije Kostov', 'slug': 'vasilije-kostov', 'shortName': 'V. Kostov', 'position': 'M', 'jerseyNumber': '22', 'userCount': 2752, 'gender': 'M', 'id': 1825955, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كوستوف'}, 'shortNameTranslation': {'ar': 'ف. كوستوف'}}}",True,miss,assisted,"{'x': 24.1, 'y': 53.4, 'z': 0}",right-foot,left,"{'x': 0, 'y': 59.8, 'z': 8.3}",5978540,59,3501,"{'start': {'x': 53.4, 'y': 24.1}, 'end': {'x': 40.2, 'y': 0}, 'goal': {'x': 40.2, 'y': 91.7}}",32,1899,801,shot,,
"{'name': 'Vasilije Kostov', 'slug': 'vasilije-kostov', 'shortName': 'V. Kostov', 'position': 'M', 'jerseyNumber': '22', 'userCount': 2752, 'gender': 'M', 'id': 1825955, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كوستوف'}, 'shortNameTranslation': {'ar': 'ف. كوستوف'}}}",True,save,assisted,"{'x': 11.4, 'y': 63.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 3.8}",5978539,58,3431,"{'start': {'x': 63.4, 'y': 11.4}, 'block': {'x': 54.7, 'y': 2.8}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 96.2}}",33,1969,731,shot,"{'x': 2.8, 'y': 54.7, 'z': 0}",
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",False,block,assisted,"{'x': 27.7, 'y': 24.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 19}",5978532,56,3333,"{'start': {'x': 24.8, 'y': 27.7}, 'block': {'x': 26.3, 'y': 25.8}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 81}}",35,2067,633,shot,"{'x': 25.8, 'y': 26.3, 'z': 0}",
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,assisted,"{'x': 11.6, 'y': 41.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 11.4}",5978518,53,3160,"{'start': {'x': 41.9, 'y': 11.6}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 88.6}}",38,2240,460,shot,,regular
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",False,save,assisted,"{'x': 5.5, 'y': 32.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.2, 'z': 4.4}",5978516,51,3014,"{'start': {'x': 32.9, 'y': 5.5}, 'block': {'x': 43.1, 'y': 2}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 95.6}}",40,2386,314,shot,"{'x': 2, 'y': 43.1, 'z': 0}",
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,miss,corner,"{'x': 28.4, 'y': 27.7, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 36.6, 'z': 56.9}",5978512,50,2958,"{'start': {'x': 27.7, 'y': 28.4}, 'end': {'x': 63.4, 'y': 0}, 'goal': {'x': 63.4, 'y': 43.1}}",41,2442,258,shot,,
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,fast-break,"{'x': 10, 'y': 46.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 4.4}",5978186,45,2640,"{'start': {'x': 46.6, 'y': 10}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 95.6}}",1,60,2640,shot,,regular
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,miss,corner,"{'x': 25.6, 'y': 57.3, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45.5, 'z': 73.6}",5978181,43,2566,"{'start': {'x': 57.3, 'y': 25.6}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 26.4}}",3,134,2566,shot,,
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,block,regular,"{'x': 26.5, 'y': 40.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 19}",5978174,42,2506,"{'start': {'x': 40.5, 'y': 26.5}, 'block': {'x': 42.6, 'y': 18.2}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 81}}",4,194,2506,shot,"{'x': 18.2, 'y': 42.6, 'z': 0}",
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,miss,regular,"{'x': 29.8, 'y': 41.6, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 40.5, 'z': 54.2}",5978106,32,1908,"{'start': {'x': 41.6, 'y': 29.8}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 45.8}}",14,792,1908,shot,,
"{'name': 'Vladimir Radočaj', 'slug': 'vladimir-radocaj', 'shortName': 'V. Radočaj', 'position': 'M', 'jerseyNumber': '27', 'userCount': 30, 'gender': 'M', 'id': 929727, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير رادوبيتش'}, 'shortNameTranslation': {'ar': 'ف. رادوبيتش'}}}",False,block,fast-break,"{'x': 11.9, 'y': 65.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 19}",5978081,28,1630,"{'start': {'x': 65.8, 'y': 11.9}, 'block': {'x': 60.5, 'y': 8.4}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 81}}",18,1070,1630,shot,"{'x': 8.4, 'y': 60.5, 'z': 0}",
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,fast-break,"{'x': 12.8, 'y': 41.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 1.9}",5978021,23,1352,"{'start': {'x': 41.9, 'y': 12.8}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 98.1}}",23,1348,1352,shot,,regular
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",True,goal,assisted,"{'x': 13.3, 'y': 53.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 2.5}",5977986,16,900,"{'start': {'x': 53.2, 'y': 13.3}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 97.5}}",30,1800,900,shot,,regular
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,block,assisted,"{'x': 11.7, 'y': 35.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 19}",5977978,15,842,"{'start': {'x': 35.5, 'y': 11.7}, 'block': {'x': 37.2, 'y': 10.5}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 81}}",31,1858,842,shot,"{'x': 10.5, 'y': 37.2, 'z': 0}",
