minute,value
0.0,0
1.0,-13
2.0,-45
3.0,-25
4.0,-15
5.0,-5
6.0,-6
7.0,-1
8.0,5
9.0,9
10.0,8
11.0,3
12.0,4
13.0,5
14.0,5
15.0,29
16.0,-78
17.0,-35
18.0,-19
19.0,28
20.0,36
21.0,40
22.0,31
23.0,21
24.0,53
25.0,37
26.0,23
27.0,15
28.0,66
29.0,38
30.0,34
31.0,47
32.0,30
33.0,16
34.0,42
35.0,26
36.0,16
37.0,12
38.0,10
39.0,6
40.0,11
41.0,14
42.0,11
43.0,14
44.0,16
45.0,100
46.0,3
47.0,-33
48.0,-11
49.0,8
50.0,-3
51.0,-5
52.0,-4
53.0,-7
54.0,-3
55.0,2
56.0,8
57.0,5
58.0,41
59.0,32
60.0,46
61.0,94
62.0,48
63.0,38
64.0,74
65.0,45
66.0,29
67.0,25
68.0,11
69.0,-33
70.0,28
71.0,12
72.0,9
73.0,8
74.0,5
75.0,3
76.0,-8
77.0,-33
78.0,72
79.0,34
80.0,17
81.0,13
82.0,12
83.0,4
84.0,4
85.0,-9
86.0,17
87.0,10
88.0,13
89.0,14
90.0,4
90.5,45
