player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'M', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,save,regular,"{'x': 21, 'y': 38, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 8}",0.02641,0.01845,6869051,90,5.0,5662,"{'start': {'x': 38, 'y': 21}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 92}}",1,638,262,shot,,
"{'name': 'Medo Jukovic', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",True,goal,regular,"{'x': 6, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 0.2}",0.6096,0.7028,6869050,78,,4673,"{'start': {'x': 50, 'y': 6}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 99.8}}",13,727,1973,shot,regular,
"{'name': 'Fatih Muković', 'firstName': '', 'lastName': '', 'slug': 'fatih-mukovic', 'shortName': 'F. Muković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1063210, 'fieldTranslations': {'nameTranslation': {'ar': 'فاتح موكوفيتش'}, 'shortNameTranslation': {'ar': 'ف. موكوفيتش'}}}",False,miss,set-piece,"{'x': 21, 'y': 41, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 55.9, 'z': 14.6}",0.005698,,6869049,77,,4618,"{'start': {'x': 41, 'y': 21}, 'end': {'x': 44.1, 'y': 0}, 'goal': {'x': 44.1, 'y': 85.4}}",14,782,1918,shot,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 40, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",True,miss,throw-in-set-piece,"{'x': 25, 'y': 63, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.3, 'z': 49.4}",0.00269,,6869048,70,,4188,"{'start': {'x': 63, 'y': 25}, 'end': {'x': 43.7, 'y': 0}, 'goal': {'x': 43.7, 'y': 50.6}}",21,1212,1488,shot,,
"{'name': 'Drago Bumbar', 'firstName': '', 'lastName': '', 'slug': 'drago-bumbar', 'shortName': 'D. Bumbar', 'position': 'D', 'jerseyNumber': '15', 'userCount': 6, 'gender': 'M', 'id': 1103876, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغو بومبار'}, 'shortNameTranslation': {'ar': 'د. بومبار'}}}",False,miss,set-piece,"{'x': 3, 'y': 32, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.6, 'z': 46.7}",0.007571,,6869047,69,,4085,"{'start': {'x': 32, 'y': 3}, 'end': {'x': 43.4, 'y': 0}, 'goal': {'x': 43.4, 'y': 53.3}}",22,1315,1385,shot,,
"{'name': 'Medo Jukovic', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",True,miss,regular,"{'x': 4, 'y': 57, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42.2, 'z': 44.3}",0.273,,6869046,61,,3617,"{'start': {'x': 57, 'y': 4}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 55.7}}",30,1783,917,shot,,
"{'name': 'Medo Jukovic', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",True,block,regular,"{'x': 15, 'y': 69, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02557,,6869045,61,,3605,"{'start': {'x': 69, 'y': 15}, 'block': {'x': 69, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",30,1795,905,shot,,"{'x': 15, 'y': 69, 'z': 0}"
"{'name': 'Boris Kopitović', 'slug': 'boris-kopitovic', 'shortName': 'B. Kopitović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 18, 'gender': 'M', 'id': 138937, 'fieldTranslations': {'nameTranslation': {'ar': 'بوريس كوفيتوفيتش', 'bn': 'বরিস কোপিটোভিচ', 'hi': 'बोरिस कोपिटोविक'}, 'shortNameTranslation': {'ar': 'ب. كوفيتوفيتش', 'bn': 'বি. কোপিটোভিচ', 'hi': 'बी. कोपिटोविक'}}}",True,miss,set-piece,"{'x': 2, 'y': 39, 'z': 0}",head,close-high,"{'x': 0, 'y': 46.9, 'z': 55.8}",0.1796,,6869044,58,,3424,"{'start': {'x': 39, 'y': 2}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 44.2}}",33,1976,724,shot,,
"{'name': 'Fatih Muković', 'firstName': '', 'lastName': '', 'slug': 'fatih-mukovic', 'shortName': 'F. Muković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1063210, 'fieldTranslations': {'nameTranslation': {'ar': 'فاتح موكوفيتش'}, 'shortNameTranslation': {'ar': 'ف. موكوفيتش'}}}",False,miss,set-piece,"{'x': 18, 'y': 71, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.2, 'z': 15.9}",0.01268,,6869043,47,,2796,"{'start': {'x': 71, 'y': 18}, 'end': {'x': 42.8, 'y': 0}, 'goal': {'x': 42.8, 'y': 84.1}}",44,2604,96,shot,,
"{'name': 'Deni Hočko', 'firstName': 'Deni', 'lastName': 'Hočko', 'slug': 'deni-hocko', 'shortName': 'D. Hočko', 'position': 'M', 'jerseyNumber': '8', 'userCount': 41, 'gender': 'M', 'id': 138947, 'fieldTranslations': {'nameTranslation': {'ar': 'ديني هوكو', 'bn': 'ডেনি হক', 'hi': 'डेनी होको'}, 'shortNameTranslation': {'ar': 'د. هوكو', 'bn': 'ডি. হোক্কো', 'hi': 'डी. होको'}}}",True,goal,corner,"{'x': 13, 'y': 39, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 7.8}",0.214,0.15,6869042,45,,2690,"{'start': {'x': 39, 'y': 13}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 92.2}}",1,10,2690,shot,regular,
