minute,value
1.0,4
2.0,16
3.0,13
4.0,60
5.0,41
6.0,30
7.0,22
8.0,18
9.0,-21
10.0,-3
11.0,33
12.0,25
13.0,22
14.0,22
15.0,48
16.0,33
17.0,17
18.0,13
19.0,15
20.0,21
21.0,13
22.0,-52
23.0,-24
24.0,16
25.0,-34
26.0,-16
27.0,8
28.0,9
29.0,13
30.0,8
31.0,6
32.0,11
33.0,3
34.0,-5
35.0,11
36.0,12
37.0,29
38.0,17
39.0,2
40.0,32
41.0,22
42.0,53
43.0,56
44.0,35
45.0,-43
45.5,0
46.0,-4
47.0,12
48.0,15
49.0,27
50.0,23
51.0,10
52.0,31
53.0,23
54.0,20
55.0,25
56.0,26
57.0,23
58.0,39
59.0,29
60.0,22
61.0,18
62.0,16
63.0,6
64.0,9
65.0,29
66.0,23
67.0,37
68.0,39
69.0,37
70.0,26
71.0,17
72.0,40
73.0,84
74.0,46
75.0,27
76.0,-37
77.0,-12
78.0,-9
79.0,-2
80.0,4
81.0,8
82.0,8
83.0,24
84.0,-21
85.0,-13
86.0,-9
87.0,-7
88.0,-17
89.0,-20
90.0,-22
90.5,21
