match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,keyPass,dispossessed,blockedScoringAttempt,savedShotsFromInsideTheBox
14147311,home,24312,FK Jezero,1035777,Igor Asanović,igor-asanovic,G,50,False,29.0,28.0,5.0,4.0,0.0,23.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,35.0,6.4,1.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,96.55172413793103,80.0,,,,,,,,
14147311,home,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,False,31.0,20.0,4.0,1.0,0.0,9.0,13.0,10.0,17.0,5.0,1.0,1.0,2.0,5.0,6.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,74.0,43.0,6.9,13.0,0.02,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,4,4,64.51612903225806,25.0,20.0,100.0,,1.0,,,,
14147311,home,24312,FK Jezero,1035787,Nikola Jovićević,nikola-jovicevic,D,6,False,55.0,47.0,7.0,3.0,0.0,36.0,40.0,11.0,15.0,1.0,0.0,2.0,3.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,73.0,7.3,10.0,0.0,0.05,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,4,7,85.45454545454545,42.857142857142854,0.0,100.0,,,1.0,,,
14147311,home,24312,FK Jezero,1182552,Nemanja Jovičić,nemanja-jovicic,D,27,False,47.0,41.0,8.0,4.0,0.0,26.0,28.0,13.0,17.0,0.0,0.0,4.0,3.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,62.0,6.7,12.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,0,7,87.2340425531915,50.0,,,,,,,,
14147311,home,24312,FK Jezero,1648555,Meldin Kojić,meldin-kojic,D,3,False,23.0,15.0,3.0,1.0,1.0,5.0,8.0,10.0,14.0,1.0,1.0,2.0,1.0,14.0,4.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,,3.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,,,,,,88.0,37.0,6.3,13.0,0.0,0.12,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,3,12,65.21739130434783,33.33333333333333,100.0,50.0,,,1.0,1.0,,
14147311,home,464804,FK Jezero,1218103,Hiroki Harada,hiroki-harada,M,10,False,41.0,37.0,1.0,1.0,0.0,20.0,23.0,17.0,18.0,1.0,0.0,2.0,1.0,6.0,7.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,56.0,7.2,10.0,0.03,0.12,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,6,4,90.2439024390244,100.0,0.0,100.0,,1.0,1.0,,,
14147311,home,24312,FK Jezero,797928,Aldin Adžović,aldin-adzovic,M,5,False,46.0,39.0,5.0,1.0,1.0,21.0,21.0,17.0,24.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,85.0,61.0,7.2,6.0,0.0,0.07,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,6,4,84.78260869565217,20.0,,,,,1.0,,1.0,
14147311,home,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,M,11,False,23.0,15.0,0.0,0.0,0.0,8.0,11.0,5.0,9.0,2.0,0.0,0.0,0.0,10.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,,,,,,90.0,43.0,7.1,15.0,0.07,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,0,17,7,10,65.21739130434783,,0.0,100.0,,,,2.0,,
14147311,home,24312,FK Jezero,128765,Milivoje Raičević,milivoje-raicevic,M,45,False,39.0,32.0,3.0,0.0,0.0,16.0,17.0,16.0,22.0,0.0,0.0,5.0,2.0,15.0,8.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,90.0,59.0,7.1,13.0,0.2,0.18,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,7,16,6,10,82.05128205128204,0.0,,75.0,,2.0,2.0,,,
14147311,home,24312,FK Jezero,1408188,Petar Bogdanović,petar-bogdanovic,M,7,False,24.0,16.0,1.0,0.0,0.0,5.0,5.0,11.0,18.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,74.0,46.0,7.6,11.0,0.38,0.06,"{'original': 7.6, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,5,6,66.66666666666666,0.0,0.0,75.0,,1.0,2.0,2.0,1.0,
