minute,value
1.0,-1
2.0,6
3.0,5
4.0,4
5.0,34
6.0,49
7.0,23
8.0,12
9.0,-32
10.0,-17
11.0,-7
12.0,-3
13.0,-7
14.0,-27
15.0,-17
16.0,-6
17.0,-4
18.0,-3
19.0,-1
20.0,5
21.0,3
22.0,2
23.0,1
24.0,-1
25.0,25
26.0,45
27.0,28
28.0,17
29.0,6
30.0,8
31.0,39
32.0,29
33.0,-35
34.0,-20
35.0,-17
36.0,-8
37.0,-5
38.0,-20
39.0,-16
40.0,-34
41.0,-26
42.0,26
43.0,18
44.0,12
45.0,50
45.5,95
46.0,1
47.0,-90
48.0,-43
49.0,46
50.0,13
51.0,93
52.0,62
53.0,32
54.0,15
55.0,-96
56.0,-28
57.0,-12
58.0,-12
59.0,-38
60.0,-21
61.0,-26
62.0,-12
63.0,-7
64.0,-8
65.0,-5
66.0,5
67.0,-6
68.0,-39
69.0,-23
70.0,-50
71.0,-46
72.0,-3
73.0,46
74.0,51
75.0,37
76.0,23
77.0,1
78.0,-35
79.0,-29
80.0,-19
81.0,-17
82.0,-1
83.0,-4
84.0,-2
85.0,-52
86.0,-37
87.0,-59
88.0,39
89.0,37
90.0,30
90.5,45
