minute,value
0.0,0
1.0,-5
2.0,-10
3.0,-6
4.0,6
5.0,5
6.0,2
7.0,-9
8.0,-29
9.0,-27
10.0,-28
11.0,-28
12.0,-28
13.0,-14
14.0,-7
15.0,-57
16.0,-7
17.0,-6
18.0,-1
19.0,3
20.0,9
21.0,6
22.0,-8
23.0,-11
24.0,-5
25.0,-16
26.0,-7
27.0,-7
28.0,-6
29.0,-7
30.0,38
31.0,24
32.0,13
33.0,6
34.0,-7
35.0,9
36.0,10
37.0,5
38.0,-7
39.0,43
40.0,27
41.0,-37
42.0,-20
43.0,-9
44.0,-11
45.0,-9
45.5,45
46.0,-3
47.0,-59
48.0,-38
49.0,-24
50.0,84
51.0,70
52.0,49
53.0,22
54.0,22
55.0,5
56.0,-3
57.0,-9
58.0,-7
59.0,-7
60.0,-1
61.0,-2
62.0,29
63.0,16
64.0,13
65.0,11
66.0,5
67.0,-2
68.0,-3
69.0,-4
70.0,-4
71.0,9
72.0,7
73.0,-7
74.0,-9
75.0,-7
76.0,-2
77.0,-8
78.0,-1
79.0,4
80.0,1
81.0,-2
82.0,-8
83.0,-7
84.0,-40
85.0,-19
86.0,-6
87.0,-3
88.0,-2
89.0,2
90.0,1
90.5,-25
