player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Slobodan Urošević', 'slug': 'slobodan-urosevic', 'shortName': 'S. Urošević', 'position': 'D', 'jerseyNumber': '72', 'userCount': 119, 'gender': 'M', 'id': 312170, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان أوروسيفيتش', 'bn': 'স্লোবোদান উরোসেভিচ', 'hi': 'स्लोबोदान उरोसेविक'}, 'shortNameTranslation': {'ar': 'س. أوروسيفيتش', 'bn': 'এস. উরোসেভিচ', 'hi': 'एस. उरोसेविक'}}}",True,block,corner,"{'x': 9.9, 'y': 56.8, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49, 'z': 19}","{'x': 8.8, 'y': 56.1, 'z': 0}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6761825,90,2.0,5466,"{'start': {'x': 56.8, 'y': 9.9}, 'block': {'x': 56.1, 'y': 8.8}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 81}}",1,834,66,shot,
"{'name': 'Bogdan Petrović', 'firstName': 'Bogdan Petrovic', 'slug': 'bogdan-petrovic', 'shortName': 'B. Petrović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 62, 'gender': 'M', 'id': 1586205, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان بتروفيتش'}, 'shortNameTranslation': {'ar': 'ب. بتروفيتش'}}}",True,block,corner,"{'x': 9.7, 'y': 57.7, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.1, 'z': 19}","{'x': 8.3, 'y': 56.7, 'z': 0}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6761820,90,1.0,5433,"{'start': {'x': 57.7, 'y': 9.7}, 'block': {'x': 56.7, 'y': 8.3}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 81}}",1,867,33,shot,
"{'name': 'Nemanja Miletić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-miletic', 'shortName': 'N. Miletić', 'position': 'D', 'jerseyNumber': '73', 'userCount': 100, 'gender': 'M', 'id': 795850, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ميليتش', 'bn': 'নেমাঞ্জা মিলেটিক', 'hi': 'नेमांजा मिलेटिक'}, 'shortNameTranslation': {'ar': 'ن. ميليتش', 'bn': 'এন. মিলেটিক', 'hi': 'एन. मिलेटिक'}}}",False,goal,corner,"{'x': 8.2, 'y': 48.5, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 48.1, 'z': 23.4}",,"{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6761737,87,,5167,"{'start': {'x': 48.5, 'y': 8.2}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 76.6}}",4,233,2467,shot,regular
"{'name': 'Andreja Stojanović', 'firstName': '', 'lastName': '', 'slug': 'andreja-stojanovic', 'shortName': 'A. Stojanović', 'position': 'D', 'jerseyNumber': '3', 'userCount': 21, 'gender': 'M', 'id': 976131, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريجا ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ستويانوفيتش'}}}",False,block,set-piece,"{'x': 29.7, 'y': 38.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}","{'x': 23.1, 'y': 41, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6761732,86,,5136,"{'start': {'x': 38.7, 'y': 29.7}, 'block': {'x': 41, 'y': 23.1}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",5,264,2436,shot,
"{'name': 'Lazar Tufegdžić', 'slug': 'lazar-tufegdzic', 'shortName': 'L. Tufegdžić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 48, 'gender': 'M', 'id': 834586, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار توفغدزيك', 'bn': 'লাজার তুফেগজিচ', 'hi': 'लज़ार तुफेग्दज़िक'}, 'shortNameTranslation': {'ar': 'ل. توفغدزيك', 'bn': 'এল. তুফেগজিচ', 'hi': 'एल. तुफेग्दज़िक'}}}",False,miss,assisted,"{'x': 9.4, 'y': 55.2, 'z': 0}",head,left,"{'x': 0, 'y': 65.5, 'z': 9.7}","{'x': 7.1, 'y': 47.5, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6761843,83,,4960,"{'start': {'x': 55.2, 'y': 9.4}, 'block': {'x': 47.5, 'y': 7.1}, 'end': {'x': 34.5, 'y': 0}, 'goal': {'x': 34.5, 'y': 90.3}}",8,440,2260,shot,
"{'name': 'Mihajlo Milosavić', 'firstName': 'Mihajlo', 'lastName': 'Milosavić', 'slug': 'mihajlo-milosavic', 'shortName': 'M. Milosavić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 39, 'gender': 'M', 'id': 1146245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو ميلوسافيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوسافيتش'}}}",True,save,regular,"{'x': 19.2, 'y': 39.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.3, 'z': 3.2}","{'x': 2.5, 'y': 48.6, 'z': 0}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6761707,81,,4838,"{'start': {'x': 39.5, 'y': 19.2}, 'block': {'x': 48.6, 'y': 2.5}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 96.8}}",10,562,2138,shot,
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,block,assisted,"{'x': 10.8, 'y': 32.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 19}","{'x': 7.5, 'y': 37.5, 'z': 0}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6761706,81,,4835,"{'start': {'x': 32.3, 'y': 10.8}, 'block': {'x': 37.5, 'y': 7.5}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 81}}",10,565,2135,shot,
"{'name': 'Marko Docić', 'slug': 'marko-docic', 'shortName': 'M. Docić', 'position': 'M', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 345141, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوتشيتش', 'bn': 'মার্কো ডসিচ', 'hi': 'मार्को डोकिक'}, 'shortNameTranslation': {'ar': 'م. دوتشيتش', 'bn': 'এম. ডসিচ', 'hi': 'एम. डोकिक'}}}",False,miss,regular,"{'x': 19.5, 'y': 67.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 46.4, 'z': 83.3}",,"{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6761696,80,,4765,"{'start': {'x': 67.7, 'y': 19.5}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 16.7}}",11,635,2065,shot,
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,miss,assisted,"{'x': 12.5, 'y': 29.7, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.7, 'z': 6.9}",,"{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6761689,77,,4580,"{'start': {'x': 29.7, 'y': 12.5}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 93.1}}",14,820,1880,shot,
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,save,fast-break,"{'x': 14.7, 'y': 28.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.9, 'z': 5.1}","{'x': 2.9, 'y': 46, 'z': 0}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6761688,76,,4541,"{'start': {'x': 28.9, 'y': 14.7}, 'block': {'x': 46, 'y': 2.9}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 94.9}}",15,859,1841,shot,
