minute,value
1.0,8
2.0,13
3.0,12
4.0,9
5.0,9
6.0,9
7.0,9
8.0,9
9.0,44
10.0,63
11.0,18
12.0,12
13.0,12
14.0,11
15.0,24
16.0,57
17.0,6
18.0,16
19.0,11
20.0,8
21.0,26
22.0,33
23.0,20
24.0,32
25.0,-29
26.0,31
27.0,13
28.0,-12
29.0,-20
30.0,-2
31.0,13
32.0,2
33.0,5
34.0,7
35.0,16
36.0,7
37.0,3
38.0,4
39.0,6
40.0,7
41.0,9
42.0,42
43.0,32
44.0,33
45.0,34
45.5,19
46.0,-3
47.0,-45
48.0,31
49.0,7
50.0,32
51.0,63
52.0,44
53.0,80
54.0,49
55.0,40
56.0,40
57.0,26
58.0,19
59.0,14
60.0,17
61.0,12
62.0,16
63.0,32
64.0,23
65.0,58
66.0,66
67.0,43
68.0,51
69.0,76
70.0,50
71.0,45
72.0,19
73.0,42
74.0,55
75.0,28
76.0,20
77.0,16
78.0,17
79.0,12
80.0,11
81.0,100
82.0,96
83.0,58
84.0,32
85.0,14
86.0,-15
87.0,-1
88.0,3
89.0,8
90.0,33
