player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Marko Jevtić', 'firstName': '', 'lastName': '', 'slug': 'marko-jevtic', 'shortName': 'M. Jevtić', 'position': 'D', 'jerseyNumber': '14', 'userCount': 9, 'gender': 'M', 'id': 886182, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ييفتيتش'}, 'shortNameTranslation': {'ar': 'م. ييفتيتش'}}}",True,miss,set-piece,"{'x': 7.9, 'y': 47.7, 'z': 0}",left-foot,high,"{'x': 0, 'y': 48.1, 'z': 95.8}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6147287,90,2.0,5464,"{'start': {'x': 47.7, 'y': 7.9}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 4.2}}",1,836,64,shot,,
"{'name': 'Marko Jevtić', 'firstName': '', 'lastName': '', 'slug': 'marko-jevtic', 'shortName': 'M. Jevtić', 'position': 'D', 'jerseyNumber': '14', 'userCount': 9, 'gender': 'M', 'id': 886182, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ييفتيتش'}, 'shortNameTranslation': {'ar': 'م. ييفتيتش'}}}",True,miss,set-piece,"{'x': 5.1, 'y': 48.5, 'z': 0}",head,left,"{'x': 0, 'y': 79.2, 'z': 8.3}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6171933,90,2.0,5460,"{'start': {'x': 48.5, 'y': 5.1}, 'block': {'x': 38.1, 'y': 4.1}, 'end': {'x': 20.8, 'y': 0}, 'goal': {'x': 20.8, 'y': 91.7}}",1,840,60,shot,"{'x': 4.1, 'y': 38.1, 'z': 0}",
"{'name': 'Kenroy Campbell', 'slug': 'kenroy-campbell', 'shortName': 'K. Campbell', 'position': 'M', 'jerseyNumber': '66', 'userCount': 37, 'gender': 'M', 'id': 1217033, 'fieldTranslations': {'nameTranslation': {'ar': 'كينروي كامبل', 'bn': 'কেনরয় ক্যাম্পবেল', 'hi': 'केनरॉय कैम्पबेल'}, 'shortNameTranslation': {'ar': 'ك. كامبل', 'bn': 'কে. ক্যাম্পবেল', 'hi': 'के. कैम्पबेल'}}}",True,miss,throw-in-set-piece,"{'x': 20.7, 'y': 43.2, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 69.2, 'z': 90.3}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6147210,90,,5390,"{'start': {'x': 43.2, 'y': 20.7}, 'end': {'x': 30.8, 'y': 0}, 'goal': {'x': 30.8, 'y': 9.7}}",1,10,2690,shot,,
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",False,miss,corner,"{'x': 2.9, 'y': 47, 'z': 0}",head,close-high,"{'x': 0, 'y': 53.4, 'z': 51.4}","{'name': 'Bojan Brać', 'slug': 'bojan-brac', 'shortName': 'B. Brać', 'position': 'G', 'jerseyNumber': '90', 'userCount': 14, 'gender': 'M', 'id': 112020, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان براش'}, 'shortNameTranslation': {'ar': 'ب. براش'}}}",6147209,89,,5319,"{'start': {'x': 47, 'y': 2.9}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 48.6}}",2,81,2619,shot,,
"{'name': 'Slobodan Urošević', 'slug': 'slobodan-urosevic', 'shortName': 'S. Urošević', 'position': 'D', 'jerseyNumber': '72', 'userCount': 119, 'gender': 'M', 'id': 312170, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان أوروسيفيتش', 'bn': 'স্লোবোদান উরোসেভিচ', 'hi': 'स्लोबोदान उरोसेविक'}, 'shortNameTranslation': {'ar': 'س. أوروسيفيتش', 'bn': 'এস. উরোসেভিচ', 'hi': 'एस. उरोसेविक'}}}",False,miss,corner,"{'x': 6.4, 'y': 52.3, 'z': 0}",head,left,"{'x': 0, 'y': 64.2, 'z': 13.9}","{'name': 'Bojan Brać', 'slug': 'bojan-brac', 'shortName': 'B. Brać', 'position': 'G', 'jerseyNumber': '90', 'userCount': 14, 'gender': 'M', 'id': 112020, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان براش'}, 'shortNameTranslation': {'ar': 'ب. براش'}}}",6147208,89,,5318,"{'start': {'x': 52.3, 'y': 6.4}, 'block': {'x': 45.5, 'y': 2.9}, 'end': {'x': 35.8, 'y': 0}, 'goal': {'x': 35.8, 'y': 86.1}}",2,82,2618,shot,"{'x': 2.9, 'y': 45.5, 'z': 0}",
"{'name': 'Kenroy Campbell', 'slug': 'kenroy-campbell', 'shortName': 'K. Campbell', 'position': 'M', 'jerseyNumber': '66', 'userCount': 37, 'gender': 'M', 'id': 1217033, 'fieldTranslations': {'nameTranslation': {'ar': 'كينروي كامبل', 'bn': 'কেনরয় ক্যাম্পবেল', 'hi': 'केनरॉय कैम्पबेल'}, 'shortNameTranslation': {'ar': 'ك. كامبل', 'bn': 'কে. ক্যাম্পবেল', 'hi': 'के. कैम्पबेल'}}}",True,save,assisted,"{'x': 27.4, 'y': 60.1, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.3, 'z': 11.4}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6147090,80,,4790,"{'start': {'x': 60.1, 'y': 27.4}, 'block': {'x': 51.3, 'y': 2}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 88.6}}",11,610,2090,shot,"{'x': 2, 'y': 51.3, 'z': 0}",
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",False,goal,free-kick,"{'x': 17.6, 'y': 50.1, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 54.1, 'z': 30.4}","{'name': 'Bojan Brać', 'slug': 'bojan-brac', 'shortName': 'B. Brać', 'position': 'G', 'jerseyNumber': '90', 'userCount': 14, 'gender': 'M', 'id': 112020, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان براش'}, 'shortNameTranslation': {'ar': 'ب. براش'}}}",6146960,73,,4365,"{'start': {'x': 50.1, 'y': 17.6}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 69.6}}",18,1035,1665,shot,,regular
"{'name': 'Slobodan Urošević', 'slug': 'slobodan-urosevic', 'shortName': 'S. Urošević', 'position': 'D', 'jerseyNumber': '72', 'userCount': 119, 'gender': 'M', 'id': 312170, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان أوروسيفيتش', 'bn': 'স্লোবোদান উরোসেভিচ', 'hi': 'स्लोबोदान उरोसेविक'}, 'shortNameTranslation': {'ar': 'س. أوروسيفيتش', 'bn': 'এস. উরোসেভিচ', 'hi': 'एस. उरोसेविक'}}}",False,miss,corner,"{'x': 11, 'y': 48.2, 'z': 0}",head,high,"{'x': 0, 'y': 47.7, 'z': 84.7}","{'name': 'Bojan Brać', 'slug': 'bojan-brac', 'shortName': 'B. Brać', 'position': 'G', 'jerseyNumber': '90', 'userCount': 14, 'gender': 'M', 'id': 112020, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان براش'}, 'shortNameTranslation': {'ar': 'ب. براش'}}}",6146941,70,,4187,"{'start': {'x': 48.2, 'y': 11}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 15.3}}",21,1213,1487,shot,,
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",True,save,fast-break,"{'x': 9.1, 'y': 29.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 7}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6146879,63,,3756,"{'start': {'x': 29.9, 'y': 9.1}, 'block': {'x': 46.9, 'y': 0.90000000000001}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 93}}",28,1644,1056,shot,"{'x': 0.90000000000001, 'y': 46.9, 'z': 0}",
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",True,save,fast-break,"{'x': 22.3, 'y': 59.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.2, 'z': 18.4}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6146878,63,,3752,"{'start': {'x': 59.9, 'y': 22.3}, 'block': {'x': 50.2, 'y': 2.2}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 81.6}}",28,1648,1052,shot,"{'x': 2.2, 'y': 50.2, 'z': 0}",
