player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,miss,free-kick,"{'x': 30, 'y': 40, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.1, 'z': 41.9}",0.0003684,6640082,90,4.0,5635,"{'start': {'x': 40, 'y': 30}, 'end': {'x': 57.9, 'y': 0}, 'goal': {'x': 57.9, 'y': 58.1}}",1,665,235,shot,,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,save,regular,"{'x': 27, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 7.4}",0.03459,6640080,90,3.0,5557,"{'start': {'x': 50, 'y': 27}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 92.6}}",1,743,157,shot,0.134,,
"{'name': 'Vasko Kalezić', 'firstName': '', 'lastName': '', 'slug': 'vasko-kalezic', 'shortName': 'V. Kalezić', 'position': 'F', 'jerseyNumber': '70', 'userCount': 18, 'gender': 'M', 'id': 172957, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسكو كاليزيك', 'hi': 'वास्को कालेज़िक', 'bn': 'ভাস্কো কালেজিক'}, 'shortNameTranslation': {'ar': 'ف. كاليزيك', 'hi': 'वी. कालेज़िक', 'bn': 'ভি. কালেজিক'}}}",False,block,regular,"{'x': 24, 'y': 32, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.00181,6640079,90,3.0,5551,"{'start': {'x': 32, 'y': 24}, 'block': {'x': 32, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,749,151,shot,,"{'x': 24, 'y': 32, 'z': 0}",
"{'name': 'Bojan Damjanović', 'firstName': 'Bojan', 'lastName': 'Damjanovic', 'slug': 'bojan-damjanovic', 'shortName': 'B. Damjanović', 'position': 'D', 'jerseyNumber': '91', 'userCount': 18, 'gender': 'M', 'id': 1423507, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان داميانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. داميانوفيتش'}}}",False,goal,set-piece,"{'x': 5, 'y': 51, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.3, 'z': 15.9}",0.5068,6640078,88,,5272,"{'start': {'x': 51, 'y': 5}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 84.1}}",3,128,2572,shot,0.6066,,regular
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",True,goal,corner,"{'x': 6, 'y': 63, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.9, 'z': 16.3}",0.1248,6640077,87,,5186,"{'start': {'x': 63, 'y': 6}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 83.7}}",4,214,2486,shot,0.6134,,regular
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'hi': 'शालेटा कोर्डिक', 'bn': 'শ্যালেট কোর্ডিচ'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'hi': 'एस. कोर्डिक', 'bn': 'এস. কোর্ডিক'}}}",True,block,corner,"{'x': 11, 'y': 46, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06453,6640076,87,,5175,"{'start': {'x': 46, 'y': 11}, 'block': {'x': 46, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,225,2475,shot,,"{'x': 11, 'y': 46, 'z': 0}",
"{'name': 'Petar Aničić', 'slug': 'petar-anicic', 'shortName': 'P. Aničić', 'position': 'M', 'jerseyNumber': '9', 'userCount': 5, 'gender': 'M', 'id': 1381358, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر أنيتشيتش'}, 'shortNameTranslation': {'ar': 'ب. أنيتشيتش'}}}",False,goal,regular,"{'x': 12, 'y': 45, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 8.3}",0.1571,6640075,78,,4641,"{'start': {'x': 45, 'y': 12}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 91.7}}",13,759,1941,shot,0.2279,,regular
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,goal,throw-in-set-piece,"{'x': 10, 'y': 73, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.7, 'z': 17.9}",0.02067,6640074,74,,4431,"{'start': {'x': 73, 'y': 10}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 82.1}}",17,969,1731,shot,0.3705,,regular
"{'name': 'Marko Čavor', 'firstName': '', 'lastName': '', 'slug': 'marko-cavor', 'shortName': 'M. Čavor', 'position': 'D', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 909420, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو تشافور'}, 'shortNameTranslation': {'ar': 'م. تشافور'}}}",True,block,throw-in-set-piece,"{'x': 24, 'y': 45, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005142,6640073,71,,4226,"{'start': {'x': 45, 'y': 24}, 'block': {'x': 45, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",20,1174,1526,shot,,"{'x': 24, 'y': 45, 'z': 0}",
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",False,goal,regular,"{'x': 10, 'y': 30, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 45.5, 'z': 21.5}",0.1241,6640072,61,,3616,"{'start': {'x': 30, 'y': 10}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 78.5}}",30,1784,916,shot,0.6303,,regular
