match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,hitWoodwork,penaltyWon,blockedScoringAttempt,dispossessed,keyPass,penaltyConceded,bigChanceCreated
14147383,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,14.0,10.0,9.0,5.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,90.0,17.0,6.8,3.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,71.42857142857143,55.55555555555556,,,0.0,,,,,,,,
14147383,home,241802,FK Bokelj Kotor,1650228,Stefan  Mrsulja,stefan-mrsulja,D,17,False,9.0,7.0,1.0,0.0,0.0,1.0,1.0,6.0,8.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.0,20.0,6.4,7.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,1,6,77.77777777777779,0.0,100.0,50.0,,,,,,,,,
14147383,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,34.0,24.0,8.0,3.0,0.0,12.0,14.0,9.0,16.0,3.0,1.0,4.0,3.0,10.0,6.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,40.0,7.0,13.0,0.02,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,7,9,3,6,70.58823529411765,37.5,33.33333333333333,50.0,,1.0,,,,,,,
14147383,home,7581,FK Bokelj Kotor,94246,Igor Ćuković,igor-cukovic,D,26,False,45.0,36.0,13.0,8.0,0.0,23.0,25.0,13.0,18.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,11.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,,,,,,,90.0,52.0,7.0,11.0,0.04,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,4,4,80.0,61.53846153846154,,100.0,,1.0,1.0,,,,,,
14147383,home,241802,FK Bokelj Kotor,57463,Saša Balić,sasa-balic,D,34,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,0.0,,,,,
14147383,home,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,False,17.0,10.0,5.0,2.0,0.0,2.0,6.0,8.0,11.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,83.0,26.0,6.8,11.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,58.82352941176471,40.0,50.0,0.0,,,,,,,,,
14147383,home,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,M,16,False,21.0,10.0,1.0,1.0,0.0,2.0,3.0,7.0,17.0,1.0,0.0,2.0,1.0,16.0,7.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,90.0,48.0,6.7,15.0,0.61,0.0,"{'original': 6.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,3,20,6,14,47.61904761904761,100.0,0.0,66.66666666666666,,1.0,,,1.0,,,,
14147383,home,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,34.0,24.0,6.0,2.0,0.0,9.0,11.0,13.0,21.0,0.0,0.0,2.0,2.0,8.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,90.0,40.0,7.1,10.0,0.77,0.0,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,2,6,70.58823529411765,33.33333333333333,,,,1.0,,,,,,,
14147383,home,7581,FK Bokelj Kotor,1034559,Balša Ćetković,balsa-cetkovic,M,18,False,35.0,31.0,5.0,2.0,0.0,15.0,16.0,13.0,16.0,0.0,0.0,3.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,12.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,90.0,46.0,7.1,7.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,3,7,88.57142857142857,40.0,,,,,,,,,,,
14147383,home,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,False,20.0,18.0,0.0,0.0,0.0,11.0,12.0,7.0,8.0,1.0,0.0,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,,,,,,,46.0,29.0,6.7,6.0,0.0,0.01,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,4,4,90.0,,0.0,,,,,,,1.0,1.0,,
