minute,value
0.0,0
1.0,-9
2.0,-14
3.0,-24
4.0,-22
5.0,-50
6.0,-41
7.0,-30
8.0,-17
9.0,-19
10.0,-99
11.0,-63
12.0,-48
13.0,-39
14.0,-34
15.0,-19
16.0,-16
17.0,-19
18.0,-16
19.0,-9
20.0,-15
21.0,20
22.0,9
23.0,1
24.0,32
25.0,26
26.0,5
27.0,-54
28.0,-40
29.0,-25
30.0,-19
31.0,-22
32.0,-18
33.0,-19
34.0,-21
35.0,-17
36.0,-14
37.0,51
38.0,28
39.0,8
40.0,12
41.0,8
42.0,-9
43.0,-9
44.0,-9
45.0,-9
45.5,0
46.0,-6
47.0,-2
48.0,-9
49.0,-13
50.0,-16
51.0,-17
52.0,-8
53.0,48
54.0,100
55.0,80
56.0,66
57.0,37
58.0,6
59.0,8
60.0,-3
61.0,8
62.0,7
63.0,53
64.0,24
65.0,-23
66.0,8
67.0,-3
68.0,-2
69.0,-8
70.0,-6
71.0,-1
72.0,8
73.0,-53
74.0,-26
75.0,-18
76.0,38
77.0,14
78.0,10
79.0,-13
80.0,-6
81.0,-4
82.0,23
83.0,15
84.0,13
85.0,10
86.0,-8
87.0,-1
88.0,-4
89.0,3
90.0,-8
90.5,-15
