minute,value
0.0,0
1.0,-11
2.0,-9
3.0,19
4.0,-10
5.0,93
6.0,58
7.0,31
8.0,15
9.0,8
10.0,-3
11.0,-2
12.0,1
13.0,1
14.0,1
15.0,-41
16.0,-25
17.0,-20
18.0,-12
19.0,36
20.0,22
21.0,84
22.0,56
23.0,34
24.0,18
25.0,-50
26.0,-28
27.0,-11
28.0,42
29.0,12
30.0,12
31.0,14
32.0,9
33.0,94
34.0,59
35.0,37
36.0,23
37.0,11
38.0,17
39.0,16
40.0,12
41.0,39
42.0,26
43.0,12
44.0,-48
45.0,-28
45.5,-5
46.0,9
47.0,7
48.0,6
49.0,-39
50.0,-15
51.0,107
52.0,62
53.0,39
54.0,27
55.0,-34
56.0,-18
57.0,-10
58.0,-5
59.0,-7
60.0,-5
61.0,7
62.0,-4
63.0,-20
64.0,-16
65.0,-8
66.0,-9
67.0,-4
68.0,-40
69.0,67
70.0,52
71.0,-34
72.0,6
73.0,27
74.0,-29
75.0,62
76.0,28
77.0,-45
78.0,-23
79.0,-16
80.0,51
81.0,24
82.0,-50
83.0,-18
84.0,-30
85.0,-26
86.0,-20
87.0,-18
88.0,-11
89.0,-5
90.0,-3
90.5,85
