player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",False,block,regular,"{'x': 22, 'y': 76, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.008073,6824495,50,,2973,"{'start': {'x': 76, 'y': 22}, 'block': {'x': 76, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",41,2427,273,shot,"{'x': 22, 'y': 76, 'z': 0}",,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 16, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'bn': 'ইভান বোজোভিচ', 'hi': 'इवान बोजोविक'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'bn': 'আই. বোজোভিচ', 'hi': 'आई. बोजोविक'}}}",False,miss,regular,"{'x': 13, 'y': 64, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.1, 'z': 10.8}",0.04044,6824494,47,,2809,"{'start': {'x': 64, 'y': 13}, 'end': {'x': 56.9, 'y': 0}, 'goal': {'x': 56.9, 'y': 89.2}}",44,2591,109,shot,,,
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 25, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",True,goal,throw-in-set-piece,"{'x': 12, 'y': 40, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 4.1}",0.1933,6824493,46,,2724,"{'start': {'x': 40, 'y': 12}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 95.9}}",45,2676,24,shot,,0.3826,regular
"{'name': 'Petar Ražnatović', 'slug': 'petar-raznatovic', 'shortName': 'P. Ražnatović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 39, 'gender': 'M', 'id': 1947605, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر راجناتوفيتش'}, 'shortNameTranslation': {'ar': 'ب. راجناتوفيتش'}}}",True,post,regular,"{'x': 14, 'y': 67, 'z': 0}",left-foot,high,"{'x': 0, 'y': 45.1, 'z': 38.3}",0.1289,6824492,45,,2666,"{'start': {'x': 67, 'y': 14}, 'end': {'x': 54.9, 'y': 0}, 'goal': {'x': 54.9, 'y': 61.7}}",1,34,2666,shot,,,
"{'name': 'Igor Vukcevic', 'firstName': '', 'lastName': '', 'slug': 'igor-vukcevic', 'shortName': 'I. Vukcevic', 'position': 'F', 'jerseyNumber': '11', 'userCount': 1, 'gender': 'M', 'id': 957906, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور فوكيفيتش'}, 'shortNameTranslation': {'ar': 'إ. فوكيفيتش'}}}",True,miss,regular,"{'x': 35, 'y': 51, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.3, 'z': 19.5}",0.0159,6824491,36,,2152,"{'start': {'x': 51, 'y': 35}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 80.5}}",10,548,2152,shot,,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",False,miss,set-piece,"{'x': 8, 'y': 49, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.5, 'z': 2.8}",0.2662,6824490,23,,1362,"{'start': {'x': 49, 'y': 8}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 97.2}}",23,1338,1362,shot,,,
"{'name': 'Petar Ražnatović', 'slug': 'petar-raznatovic', 'shortName': 'P. Ražnatović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 39, 'gender': 'M', 'id': 1947605, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر راجناتوفيتش'}, 'shortNameTranslation': {'ar': 'ب. راجناتوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 25, 'y': 56, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.7, 'z': 34}",0.001525,6824489,21,,1230,"{'start': {'x': 56, 'y': 25}, 'end': {'x': 41.3, 'y': 0}, 'goal': {'x': 41.3, 'y': 66}}",25,1470,1230,shot,,,
"{'name': 'Armin Imamović', 'firstName': '', 'lastName': '', 'slug': 'armin-imamovic', 'shortName': 'A. Imamovic', 'position': 'D', 'jerseyNumber': '14', 'userCount': 9, 'gender': 'M', 'id': 925940, 'fieldTranslations': {'nameTranslation': {'ar': 'أرمين إماموفيتش'}, 'shortNameTranslation': {'ar': 'أ. إماموفيتش'}}}",True,save,throw-in-set-piece,"{'x': 11, 'y': 46, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 45.7, 'z': 20.5}",0.1767,6824488,20,,1158,"{'start': {'x': 46, 'y': 11}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 79.5}}",26,1542,1158,shot,,0.7808,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",False,miss,regular,"{'x': 10, 'y': 40, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.1, 'z': 15.2}",0.07392,6824487,14,,796,"{'start': {'x': 40, 'y': 10}, 'end': {'x': 41.9, 'y': 0}, 'goal': {'x': 41.9, 'y': 84.8}}",32,1904,796,shot,,,
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 25, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",True,miss,regular,"{'x': 13, 'y': 65, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.5, 'z': 30}",0.1118,6824486,11,,620,"{'start': {'x': 65, 'y': 13}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 70}}",35,2080,620,shot,,,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 16, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'bn': 'ইভান বোজোভিচ', 'hi': 'इवान बोजोविक'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'bn': 'আই. বোজোভিচ', 'hi': 'आई. बोजोविक'}}}",False,miss,regular,"{'x': 15, 'y': 72, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.8, 'z': 57}",0.004819,6824485,6,,341,"{'start': {'x': 72, 'y': 15}, 'end': {'x': 57.2, 'y': 0}, 'goal': {'x': 57.2, 'y': 43}}",40,2359,341,shot,,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",False,miss,regular,"{'x': 21, 'y': 38, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.5, 'z': 1.4}",0.05717,6824484,4,,237,"{'start': {'x': 38, 'y': 21}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 98.6}}",42,2463,237,shot,,,
