player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Stefan Đukanović', 'slug': 'stefan-dukanovic', 'shortName': 'S. Đukanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 33, 'gender': 'M', 'id': 1939640, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ديوكانوفيتش'}, 'shortNameTranslation': {'ar': 'س. ديوكانوفيتش'}}}",False,miss,regular,"{'x': 27, 'y': 53, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.6, 'z': 49.4}",0.005848,6824505,90,2.0,5473,"{'start': {'x': 53, 'y': 27}, 'end': {'x': 41.4, 'y': 0}, 'goal': {'x': 41.4, 'y': 50.6}}",1,827,73,shot,,,
"{'name': 'Stefan Đukanović', 'slug': 'stefan-dukanovic', 'shortName': 'S. Đukanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 33, 'gender': 'M', 'id': 1939640, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ديوكانوفيتش'}, 'shortNameTranslation': {'ar': 'س. ديوكانوفيتش'}}}",False,block,corner,"{'x': 27, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.006326,6824504,90,1.0,5420,"{'start': {'x': 62, 'y': 27}, 'block': {'x': 62, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,880,20,shot,"{'x': 27, 'y': 62, 'z': 0}",,
"{'name': 'Aleksa Ćetković', 'firstName': '', 'lastName': '', 'slug': 'aleksa-cetkovic', 'shortName': 'A. Ćetković', 'position': 'M', 'jerseyNumber': '28', 'userCount': 32, 'gender': 'M', 'id': 1005627, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسا تشيتكوفيتش', 'bn': 'আলেক্সা চেটকোভিচ', 'hi': 'अलेक्सा सेत्कोविक'}, 'shortNameTranslation': {'ar': 'أ. تشيتكوفيتش', 'bn': 'এ. চেটকোভিচ', 'hi': 'ए. सेत्कोविक'}}}",True,block,throw-in-set-piece,"{'x': 10, 'y': 31, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.002142,6824503,83,,4973,"{'start': {'x': 31, 'y': 10}, 'block': {'x': 31, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",8,427,2273,shot,"{'x': 10, 'y': 31, 'z': 0}",,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 46, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",False,save,regular,"{'x': 27, 'y': 43, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 9.6}",0.0173,6824502,81,,4839,"{'start': {'x': 43, 'y': 27}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 90.4}}",10,561,2139,shot,,0.02442,
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'D', 'jerseyNumber': '17', 'userCount': 21, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'bn': 'মিলান ভুসুরোভিচ', 'hi': 'मिलन वुसुरोविक'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'bn': 'এম. ভুসুরোভিচ', 'hi': 'एम. वुसुरोविक'}}}",False,save,regular,"{'x': 14, 'y': 65, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 10.2}",0.05618,6824501,79,,4688,"{'start': {'x': 65, 'y': 14}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 89.8}}",12,712,1988,shot,,0.1585,
"{'name': 'Julian Montenegro', 'firstName': '', 'lastName': '', 'slug': 'julian-montenegro', 'shortName': 'J. Montenegro', 'position': 'M', 'jerseyNumber': '11', 'userCount': 19, 'gender': 'M', 'id': 205970, 'fieldTranslations': {'nameTranslation': {'ar': 'جوليان مونتينيغرو'}, 'shortNameTranslation': {'ar': 'ج. مونتينيغرو'}}}",True,miss,regular,"{'x': 24, 'y': 28, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42.3, 'z': 0.5}",0.02405,6824500,78,,4658,"{'start': {'x': 28, 'y': 24}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 99.5}}",13,742,1958,shot,,,
"{'name': 'Nikola Janjić', 'firstName': '', 'lastName': '', 'slug': 'nikola-janjic', 'shortName': 'N. Janjić', 'position': 'M', 'jerseyNumber': '30', 'userCount': 68, 'gender': 'M', 'id': 1005606, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا جانيتش', 'bn': 'নিকোলা জানজিক', 'hi': 'निकोला जांजिक'}, 'shortNameTranslation': {'ar': 'ن. جانيتش', 'bn': 'এন. জানজিক', 'hi': 'एन. जांजिक'}}}",False,block,throw-in-set-piece,"{'x': 24, 'y': 52, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.004706,6824499,63,,3749,"{'start': {'x': 52, 'y': 24}, 'block': {'x': 52, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1651,1049,shot,"{'x': 24, 'y': 52, 'z': 0}",,
"{'name': 'Nikola Janjić', 'firstName': '', 'lastName': '', 'slug': 'nikola-janjic', 'shortName': 'N. Janjić', 'position': 'M', 'jerseyNumber': '30', 'userCount': 68, 'gender': 'M', 'id': 1005606, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا جانيتش', 'bn': 'নিকোলা জানজিক', 'hi': 'निकोला जांजिक'}, 'shortNameTranslation': {'ar': 'ن. جانيتش', 'bn': 'এন. জানজিক', 'hi': 'एन. जांजिक'}}}",False,miss,regular,"{'x': 31, 'y': 41, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 58.5, 'z': 49.2}",0.003594,6824498,61,,3659,"{'start': {'x': 41, 'y': 31}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 50.8}}",30,1741,959,shot,,,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 16, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'bn': 'ইভান বোজোভিচ', 'hi': 'इवान बोजोविक'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'bn': 'আই. বোজোভিচ', 'hi': 'आई. बोजोविक'}}}",False,block,regular,"{'x': 13, 'y': 69, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0574,6824497,61,,3619,"{'start': {'x': 69, 'y': 13}, 'block': {'x': 69, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",30,1781,919,shot,"{'x': 13, 'y': 69, 'z': 0}",,
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'D', 'jerseyNumber': '17', 'userCount': 21, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'bn': 'মিলান ভুসুরোভিচ', 'hi': 'मिलन वुसुरोविक'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'bn': 'এম. ভুসুরোভিচ', 'hi': 'एम. वुसुरोविक'}}}",False,block,regular,"{'x': 23, 'y': 71, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.007938,6824496,54,,3219,"{'start': {'x': 71, 'y': 23}, 'block': {'x': 71, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",37,2181,519,shot,"{'x': 23, 'y': 71, 'z': 0}",,
