player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot,blockCoordinates
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 46, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,miss,regular,"{'x': 11, 'y': 59, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.3, 'z': 11.5}",0.02175,6531450,90,2.0,5505,"{'start': {'x': 59, 'y': 11}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 88.5}}",1,795,105,shot,,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 46, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,goal,regular,"{'x': 10, 'y': 58, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 14.8}",0.3277,6531449,82,,4906,"{'start': {'x': 58, 'y': 10}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 85.2}}",9,494,2206,shot,regular,0.685,
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 28, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'hi': 'मार्को मिलिकोविच', 'bn': 'মার্কো মিলিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'hi': 'एम. मिलिकोविच', 'bn': 'এম. মিলিকোভিচ'}}}",True,miss,regular,"{'x': 10, 'y': 40, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.6, 'z': 49.3}",0.0951,6531448,75,,4458,"{'start': {'x': 40, 'y': 10}, 'end': {'x': 43.4, 'y': 0}, 'goal': {'x': 43.4, 'y': 50.7}}",16,942,1758,shot,,,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,miss,regular,"{'x': 32, 'y': 77, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 41.4}",0.006948,6531447,68,,4080,"{'start': {'x': 77, 'y': 32}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 58.6}}",23,1320,1380,shot,,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",True,miss,regular,"{'x': 20, 'y': 72, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.3, 'z': 45.1}",0.007424,6531446,66,,3941,"{'start': {'x': 72, 'y': 20}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 54.9}}",25,1459,1241,shot,,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",True,save,regular,"{'x': 13, 'y': 66, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.5, 'z': 24.3}",0.08455,6531445,64,,3786,"{'start': {'x': 66, 'y': 13}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 75.7}}",27,1614,1086,shot,,0.05612,
"{'name': 'Nemanja Jovičić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-jovicic', 'shortName': 'N. Jovičić', 'position': 'D', 'jerseyNumber': '27', 'userCount': 7, 'gender': 'M', 'id': 1182552, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا جوفيتش'}, 'shortNameTranslation': {'ar': 'ن. جوفيتش'}}}",False,miss,regular,"{'x': 36, 'y': 29, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.5, 'z': 54.8}",0.006005,6531444,60,,3571,"{'start': {'x': 29, 'y': 36}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 45.2}}",31,1829,871,shot,,,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,save,regular,"{'x': 10, 'y': 67, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 16.9}",0.09567,6531443,60,,3543,"{'start': {'x': 67, 'y': 10}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 83.1}}",31,1857,843,shot,,0.07238,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 14, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'hi': 'इवान बोजोविक', 'bn': 'ইভান বোজোভিচ'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'hi': 'आई. बोजोविक', 'bn': 'আই. বোজোভিচ'}}}",True,block,regular,"{'x': 12, 'y': 24, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005248,6531442,57,,3373,"{'start': {'x': 24, 'y': 12}, 'block': {'x': 24, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",34,2027,673,shot,,,"{'x': 12, 'y': 24, 'z': 0}"
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,save,corner,"{'x': 34, 'y': 69, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.6, 'z': 16}",0.02307,6531441,56,,3351,"{'start': {'x': 69, 'y': 34}, 'end': {'x': 54.4, 'y': 0}, 'goal': {'x': 54.4, 'y': 84}}",35,2049,651,shot,,0.04519,
