minute,value
1.0,5
2.0,-8
3.0,-47
4.0,-62
5.0,-39
6.0,-31
7.0,-19
8.0,-10
9.0,-4
10.0,7
11.0,4
12.0,-80
13.0,-66
14.0,-65
15.0,-42
16.0,-26
17.0,-55
18.0,70
19.0,14
20.0,7
21.0,8
22.0,7
23.0,-3
24.0,-52
25.0,-32
26.0,-16
27.0,-71
28.0,-43
29.0,-18
30.0,-12
31.0,-4
32.0,12
33.0,7
34.0,3
35.0,-6
36.0,-14
37.0,-20
38.0,-12
39.0,-3
40.0,-7
41.0,-4
42.0,5
43.0,3
44.0,7
45.0,5
45.5,40
46.0,-5
47.0,11
48.0,5
49.0,4
50.0,-10
51.0,-9
52.0,-11
53.0,-7
54.0,-4
55.0,-2
56.0,-46
57.0,-32
58.0,-19
59.0,-11
60.0,-2
61.0,-51
62.0,-33
63.0,-10
64.0,-6
65.0,-4
66.0,33
67.0,15
68.0,14
69.0,9
70.0,6
71.0,2
72.0,7
73.0,5
74.0,28
75.0,27
76.0,16
77.0,-11
78.0,-2
79.0,5
80.0,1
81.0,1
82.0,1
83.0,61
84.0,100
85.0,-76
86.0,-6
87.0,-4
88.0,-2
89.0,-18
90.0,-5
90.5,-80
