minute,value
0.0,0
1.0,12
2.0,14
3.0,39
4.0,24
5.0,13
6.0,-77
7.0,-100
8.0,-100
9.0,-62
10.0,-85
11.0,-53
12.0,-59
13.0,-36
14.0,-24
14.5,-3
15.0,-13
16.0,-9
17.0,14
18.0,7
19.0,9
20.0,1
21.0,-11
22.0,-8
23.0,-5
23.5,-1
24.0,-4
25.0,11
25.5,1
26.0,17
26.5,1
27.0,11
28.0,-75
28.5,1
29.0,-41
29.5,1
30.0,51
30.5,1
31.0,15
32.0,5
32.5,1
33.0,10
34.0,42
34.5,2
35.0,28
36.0,23
36.5,2
37.0,26
38.0,7
39.0,13
39.5,2
40.0,14
40.5,2
41.0,10
41.5,2
42.0,-34
43.0,-11
43.5,2
44.0,27
44.5,2
45.0,13
45.5,5
46.0,-3
46.5,2
47.0,-30
47.5,2
48.0,-22
49.0,42
50.0,34
50.5,2
51.0,27
51.5,2
52.0,15
53.0,16
54.0,13
55.0,4
56.0,-4
56.5,2
57.0,12
58.0,13
58.5,2
59.0,14
60.0,11
61.0,58
61.5,2
62.0,36
62.5,2
63.0,27
63.5,2
64.0,18
65.0,52
66.0,34
67.0,17
67.5,2
68.0,11
69.0,13
70.0,11
70.5,2
71.0,8
71.5,2
72.0,7
73.0,11
73.5,2
74.0,18
75.0,17
76.0,17
76.5,2
77.0,32
77.5,2
78.0,21
78.5,2
79.0,14
79.5,2
80.0,20
81.0,8
81.5,2
82.0,5
82.5,2
83.0,15
84.0,11
84.5,2
85.0,-93
85.5,2
86.0,-40
87.0,-27
87.5,3
88.0,-20
89.0,-12
90.0,-100
90.5,75
