match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,shotOffTarget,blockedScoringAttempt,dispossessed,bigChanceCreated,bigChanceMissed,hitWoodwork
15566229,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,False,23.0,22.0,10.0,9.0,0.0,13.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,90.0,32.0,7.4,3.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,95.65217391304348,90.0,,,0.0,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1381385,Nihad Balić,nihad-balic,D,2,False,40.0,28.0,9.0,6.0,0.0,12.0,20.0,15.0,19.0,4.0,2.0,0.0,4.0,5.0,11.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,2.0,14.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,90.0,55.0,7.9,20.0,0.0,0.09,"{'original': 7.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,4,12,7,5,70.0,66.66666666666666,50.0,100.0,,1.0,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1536333,Stefan Radojevic,stefan-radojevic,D,8,False,45.0,36.0,14.0,6.0,0.0,21.0,22.0,14.0,22.0,0.0,0.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,53.0,6.4,9.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,2,2,80.0,42.857142857142854,,,,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,False,45.0,34.0,5.0,2.0,0.0,21.0,24.0,12.0,20.0,0.0,0.0,1.0,9.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,54.0,7.2,12.0,0.17,0.0,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,10,4,3,1,75.55555555555556,40.0,,,,,1.0,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1440632,Georgios Makrydakis,makrydakis-georgios,D,56,False,63.0,45.0,5.0,1.0,0.0,11.0,16.0,34.0,47.0,2.0,1.0,0.0,3.0,6.0,10.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,87.0,6.9,23.0,0.02,0.04,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,7,6,71.42857142857143,20.0,50.0,80.0,,1.0,,1.0,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,M,10,False,26.0,18.0,3.0,2.0,0.0,5.0,9.0,13.0,17.0,0.0,0.0,3.0,2.0,13.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,69.0,46.0,6.6,16.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,5,17,7,10,69.23076923076923,66.66666666666666,,100.0,,,,1.0,1.0,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,49.0,41.0,2.0,1.0,0.0,18.0,21.0,21.0,25.0,1.0,1.0,1.0,2.0,14.0,8.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,66.0,6.8,11.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,6,13,83.6734693877551,50.0,100.0,100.0,,,,,3.0,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,M,22,False,40.0,27.0,3.0,1.0,0.0,3.0,5.0,24.0,35.0,4.0,0.0,2.0,1.0,7.0,15.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,,,,,,,79.0,65.0,7.3,11.0,0.04,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,14,5,67.5,33.33333333333333,0.0,87.5,,,1.0,,1.0,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1030476,Alden Škrijelj,alden-skrijelj,F,7,False,20.0,13.0,1.0,0.0,0.0,4.0,5.0,9.0,15.0,5.0,2.0,0.0,1.0,11.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,90.0,41.0,6.9,14.0,0.0,0.17,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,5,11,65.0,0.0,40.0,50.0,,1.0,,,1.0,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,18.0,13.0,1.0,0.0,0.0,5.0,5.0,8.0,13.0,0.0,0.0,7.0,8.0,11.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,,,,,,,90.0,28.0,7.2,19.0,0.11,0.35,"{'original': 7.2, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,15,5,1,4,72.22222222222221,0.0,,,,1.0,,,,1.0,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1000576,Andrej Đukić,andrej-dukic,F,30,False,24.0,14.0,1.0,1.0,0.0,,,12.0,21.0,4.0,0.0,4.0,1.0,9.0,6.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,69.0,36.0,6.7,14.0,0.35,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,5,10,5,5,58.333333333333336,100.0,0.0,83.33333333333334,,,1.0,,,,1.0,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,F,9,True,5.0,5.0,0.0,0.0,0.0,,,5.0,5.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21.0,10.0,6.5,5.0,0.06,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,1,2,100.0,,,,,,1.0,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,M,33,True,8.0,8.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21.0,18.0,6.3,2.0,0.0,0.06,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,0,5,100.0,,100.0,0.0,,1.0,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,M,4,True,6.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,12.0,6.6,4.0,0.04,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,4,4,33.33333333333333,,,100.0,,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,2502767,Adnan Hajdarpašić,adnan-hajdarpasic,M,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
