player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType,blockCoordinates
"{'name': 'Aldin Mušović', 'firstName': '', 'lastName': '', 'slug': 'aldin-musovic', 'shortName': 'A. Mušović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 10, 'gender': 'M', 'id': 1382874, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدين موشوفيتش'}, 'shortNameTranslation': {'ar': 'أ. موشوفيتش'}}}",True,miss,regular,"{'x': 11, 'y': 59, 'z': 0}",head,close-left,"{'x': 0, 'y': 58.2, 'z': 6.8}",0.06162,7038022,90,3.0,5535,"{'start': {'x': 59, 'y': 11}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 93.2}}",1,765,135,shot,,,
"{'name': 'Pavle  Božović', 'firstName': 'Pavle ', 'lastName': 'Božović ', 'slug': 'pavle-bozovic', 'shortName': 'P. Božović', 'position': 'F', 'jerseyNumber': '4', 'userCount': 4, 'gender': 'M', 'id': 2444869, 'fieldTranslations': {'nameTranslation': {'ar': 'بافلي بوزوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوزوفيتش'}}}",True,save,throw-in-set-piece,"{'x': 21, 'y': 46, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.7, 'z': 24.7}",0.04001,7038021,90,2.0,5478,"{'start': {'x': 46, 'y': 21}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 75.3}}",1,822,78,shot,0.03973,,
"{'name': 'Petar Anicic', 'slug': 'petar-anicic', 'shortName': 'P. Aničić', 'position': 'M', 'jerseyNumber': '9', 'userCount': 5, 'gender': 'M', 'id': 1381358, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر أنيتشيتش'}, 'shortNameTranslation': {'ar': 'ب. أنيتشيتش'}}}",False,goal,regular,"{'x': 12, 'y': 37, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 3.3}",0.1637,7038020,90,,5387,"{'start': {'x': 37, 'y': 12}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 96.7}}",1,13,2687,shot,0.114,regular,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'bn': 'আন্দ্রিজা রাজনাতোভিচ', 'hi': 'एंड्रीजा रज्नाटोविक'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'bn': 'এ. রাজনাতোভিচ', 'hi': 'ए. रज्नाटोविक'}}}",False,block,regular,"{'x': 14, 'y': 54, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1472,7038019,90,,5372,"{'start': {'x': 54, 'y': 14}, 'block': {'x': 54, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,28,2672,shot,,,"{'x': 14, 'y': 54, 'z': 0}"
"{'name': 'Petar Anicic', 'slug': 'petar-anicic', 'shortName': 'P. Aničić', 'position': 'M', 'jerseyNumber': '9', 'userCount': 5, 'gender': 'M', 'id': 1381358, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر أنيتشيتش'}, 'shortNameTranslation': {'ar': 'ب. أنيتشيتش'}}}",False,block,regular,"{'x': 4, 'y': 38, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.4013,7038018,85,,5068,"{'start': {'x': 38, 'y': 4}, 'block': {'x': 38, 'y': 4}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",6,332,2368,shot,,,"{'x': 4, 'y': 38, 'z': 0}"
"{'name': 'Balša Tošković', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 41, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,miss,regular,"{'x': 22, 'y': 64, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.5, 'z': 11.2}",0.01751,7038017,85,,5066,"{'start': {'x': 64, 'y': 22}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 88.8}}",6,334,2366,shot,,,
"{'name': 'Andrej Đukić', 'firstName': '', 'lastName': '', 'slug': 'andrej-dukic', 'shortName': 'A. Đukić', 'position': 'M', 'userCount': 15, 'gender': 'M', 'id': 1000576, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري ديوكيتش'}, 'shortNameTranslation': {'ar': 'أ. ديوكيتش'}}}",True,miss,regular,"{'x': 6, 'y': 44, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.9, 'z': 48.5}",0.3466,7038016,65,,3899,"{'start': {'x': 44, 'y': 6}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 51.5}}",26,1501,1199,shot,,,
"{'name': 'Srđan Šćepanović', 'firstName': '', 'lastName': '', 'slug': 'srdan-scepanovic', 'shortName': 'S. Šćepanović', 'position': 'D', 'jerseyNumber': '55', 'userCount': 4, 'gender': 'M', 'id': 1424818, 'fieldTranslations': {'nameTranslation': {'ar': 'سردجان شتشيبانوفيتش'}, 'shortNameTranslation': {'ar': 'س. شتشيبانوفيتش'}}}",True,miss,corner,"{'x': 6, 'y': 53, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58.4, 'z': 53.2}",0.1717,7038015,61,,3624,"{'start': {'x': 53, 'y': 6}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 46.8}}",30,1776,924,shot,,,
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",True,block,regular,"{'x': 26, 'y': 53, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003989,7038014,49,,2888,"{'start': {'x': 53, 'y': 26}, 'block': {'x': 53, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",42,2512,188,shot,,,"{'x': 26, 'y': 53, 'z': 0}"
"{'name': 'Jovan Čađenović', 'slug': 'jovan-cadenovic', 'shortName': 'J. Čađenović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 24, 'gender': 'M', 'id': 850088, 'fieldTranslations': {'nameTranslation': {'ar': 'يوڤان كادينوفيتش', 'bn': 'জোভান কাদেনোভিচ', 'hi': 'जोवन कैडेनोविच'}, 'shortNameTranslation': {'ar': 'ي. كادينوفيتش', 'bn': 'জে. কাদেনোভিচ', 'hi': 'जे. कैडेनोविच'}}}",False,miss,throw-in-set-piece,"{'x': 13, 'y': 69, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.2, 'z': 12.8}",0.02294,7038013,47,,2803,"{'start': {'x': 69, 'y': 13}, 'end': {'x': 42.8, 'y': 0}, 'goal': {'x': 42.8, 'y': 87.2}}",44,2597,103,shot,,,
