minute,value
1.0,-7
2.0,-11
3.0,-17
4.0,-58
5.0,-32
6.0,29
7.0,11
8.0,2
9.0,10
10.0,-11
11.0,-6
12.0,-5
13.0,-3
14.0,-42
15.0,-25
16.0,-15
17.0,-8
18.0,6
19.0,24
20.0,19
21.0,7
22.0,-5
23.0,-12
24.0,-14
25.0,40
26.0,-30
27.0,-12
28.0,-6
29.0,-2
30.0,-4
31.0,22
32.0,20
33.0,43
34.0,27
35.0,-24
36.0,-1
37.0,7
38.0,3
39.0,3
40.0,5
41.0,39
42.0,65
43.0,85
44.0,53
45.0,38
46.0,-4
47.0,-1
48.0,2
49.0,-59
50.0,-34
51.0,-19
52.0,-15
53.0,-3
54.0,30
55.0,-64
56.0,-27
57.0,-19
58.0,-10
59.0,-12
60.0,42
61.0,31
62.0,40
63.0,36
64.0,38
65.0,21
66.0,14
67.0,13
68.0,4
69.0,3
70.0,8
71.0,6
72.0,10
73.0,53
74.0,38
75.0,28
76.0,48
77.0,34
78.0,18
79.0,42
80.0,26
81.0,19
82.0,17
83.0,-29
84.0,-13
85.0,-42
86.0,-24
87.0,-14
88.0,6
89.0,-5
90.0,-4
90.5,35
