player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",True,goal,penalty,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.3, 'z': 27.4}",0.76,0.81,6608371,90,3.0,5554,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 72.6}}",1,746,154,shot,
"{'name': 'Petar Vuković', 'slug': 'petar-vukovic', 'shortName': 'P. Vuković', 'position': 'D', 'jerseyNumber': '36', 'userCount': 12, 'gender': 'M', 'id': 1005600, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. فوكوفيتش'}}}",False,miss,,throw-in-set-piece,"{'x': 20, 'y': 56, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 43.6, 'z': 53}",0.006685,,6608370,85,,5046,"{'start': {'x': 56, 'y': 20}, 'end': {'x': 56.4, 'y': 0}, 'goal': {'x': 56.4, 'y': 47}}",6,354,2346,shot,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",True,miss,,throw-in-set-piece,"{'x': 31, 'y': 13, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.9, 'z': 41.3}",0.0375,,6608369,79,,4736,"{'start': {'x': 13, 'y': 31}, 'end': {'x': 43.1, 'y': 0}, 'goal': {'x': 43.1, 'y': 58.7}}",12,664,2036,shot,
"{'name': 'Mario Gjolaj', 'firstName': '', 'lastName': '', 'slug': 'mario-gjolaj', 'shortName': 'M. Gjolaj', 'position': 'M', 'jerseyNumber': '14', 'userCount': 11, 'gender': 'M', 'id': 1063202, 'fieldTranslations': {'nameTranslation': {'ar': 'ماريو جولاي'}, 'shortNameTranslation': {'ar': 'م. جولاي'}}}",True,miss,,regular,"{'x': 30, 'y': 53, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 59, 'z': 4}",0.01584,,6608368,76,,4521,"{'start': {'x': 53, 'y': 30}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 96}}",15,879,1821,shot,
"{'name': 'Uroš Bulatović', 'firstName': '', 'lastName': '', 'slug': 'uros-bulatovic', 'shortName': 'U. Bulatović', 'position': 'M', 'jerseyNumber': '8', 'userCount': 3, 'gender': 'M', 'id': 1391890, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بولاتوفيتش'}}}",True,save,,regular,"{'x': 12, 'y': 27, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 8.4}",0.03078,0.03506,6608367,73,,4339,"{'start': {'x': 27, 'y': 12}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 91.6}}",18,1061,1639,shot,
"{'name': 'Đorđe Maksimović', 'slug': 'djordje-maksimovic', 'shortName': 'Đ. Maksimović', 'position': 'F', 'jerseyNumber': '44', 'userCount': 12, 'gender': 'M', 'id': 905970, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي ماكسيموفيتش'}, 'shortNameTranslation': {'ar': 'د. ماكسيموفيتش'}}}",True,block,,free-kick,"{'x': 29, 'y': 29, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0009261,,6608372,62,,3664,"{'start': {'x': 29, 'y': 29}, 'block': {'x': 29, 'y': 29}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",29,1736,964,shot,"{'x': 29, 'y': 29, 'z': 0}"
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",True,block,,regular,"{'x': 29, 'y': 35, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04223,,6608366,60,,3554,"{'start': {'x': 35, 'y': 29}, 'block': {'x': 35, 'y': 29}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",31,1846,854,shot,"{'x': 29, 'y': 35, 'z': 0}"
"{'name': 'Zoran Petrović', 'slug': 'zoran-petrovic', 'shortName': 'Z. Petrović', 'position': 'F', 'jerseyNumber': '25', 'userCount': 16, 'gender': 'M', 'id': 357712, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بيتروفيتش', 'hi': 'ज़ोरान पेत्रोविक', 'bn': 'জোরান পেট্রোভিক'}, 'shortNameTranslation': {'ar': 'ز. بيتروفيتش', 'hi': 'ज़ेड. पेत्रोविक', 'bn': 'জেড. পেট্রোভিক'}}}",False,block,,corner,"{'x': 13, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06268,,6608365,55,,3286,"{'start': {'x': 41, 'y': 13}, 'block': {'x': 41, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",36,2114,586,shot,"{'x': 13, 'y': 41, 'z': 0}"
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",True,miss,,throw-in-set-piece,"{'x': 28, 'y': 50, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.9, 'z': 53.2}",0.01959,,6608364,54,,3210,"{'start': {'x': 50, 'y': 28}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 46.8}}",37,2190,510,shot,
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",False,save,,corner,"{'x': 11, 'y': 63, 'z': 0}",head,high-left,"{'x': 0, 'y': 53, 'z': 24.7}",0.07198,0.4113,6608363,49,,2907,"{'start': {'x': 63, 'y': 11}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 75.3}}",42,2493,207,shot,
