player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Ivan Vukčević', 'slug': 'ivan-vukcevic', 'shortName': 'I. Vukčević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 25, 'gender': 'M', 'id': 929998, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان فوكتشيفيتش', 'hi': 'इवान वुकसेविक', 'bn': 'ইভান ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'إ. فوكتشيفيتش', 'hi': 'आई. वुकसेविक', 'bn': 'আই. ভুকেভিচ'}}}",True,save,regular,"{'x': 12, 'y': 32, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 18}",0.08222,0.07969,6530136,90,8.0,5869,"{'start': {'x': 32, 'y': 12}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 82}}",1,431,469,shot,,
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 20, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'hi': 'मिलन वुसुरोविक', 'bn': 'মিলান ভুসুরোভিচ'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'hi': 'एम. वुसुरोविक', 'bn': 'এম. ভুসুরোভিচ'}}}",False,block,throw-in-set-piece,"{'x': 9, 'y': 73, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03402,,6530135,90,7.0,5784,"{'start': {'x': 73, 'y': 9}, 'block': {'x': 73, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,516,384,shot,"{'x': 9, 'y': 73, 'z': 0}",
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",True,miss,regular,"{'x': 7, 'y': 28, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.8, 'z': 46.4}",0.03816,,6530134,84,,5009,"{'start': {'x': 28, 'y': 7}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 53.6}}",7,391,2309,shot,,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",False,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 17.1}",0.76,0.81,6530137,78,,4630,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 82.9}}",13,770,1930,shot,,penalty
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 28, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'hi': 'मार्को मिलिकोविच', 'bn': 'মার্কো মিলিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'hi': 'एम. मिलिकोविच', 'bn': 'এম. মিলিকোভিচ'}}}",False,block,regular,"{'x': 9, 'y': 51, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.3976,,6530133,76,,4519,"{'start': {'x': 51, 'y': 9}, 'block': {'x': 51, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,881,1819,shot,"{'x': 9, 'y': 51, 'z': 0}",
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",False,goal,regular,"{'x': 14, 'y': 47, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 8.9}",0.1143,0.5344,6530132,74,,4432,"{'start': {'x': 47, 'y': 14}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 91.1}}",17,968,1732,shot,,regular
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",False,post,regular,"{'x': 8, 'y': 51, 'z': 0}",left-foot,right,"{'x': 0, 'y': 44.7, 'z': 1.1}",0.2969,,6530131,74,,4400,"{'start': {'x': 51, 'y': 8}, 'end': {'x': 55.3, 'y': 0}, 'goal': {'x': 55.3, 'y': 98.9}}",17,1000,1700,shot,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",False,miss,regular,"{'x': 25, 'y': 59, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.5, 'z': 42.2}",0.009426,,6530130,65,,3841,"{'start': {'x': 59, 'y': 25}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 57.8}}",26,1559,1141,shot,,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,miss,regular,"{'x': 24, 'y': 64, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.9, 'z': 43.9}",0.01575,,6530129,62,,3712,"{'start': {'x': 64, 'y': 24}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 56.1}}",29,1688,1012,shot,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",True,miss,throw-in-set-piece,"{'x': 21, 'y': 44, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.3, 'z': 59.1}",0.004865,,6530128,62,,3662,"{'start': {'x': 44, 'y': 21}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 40.9}}",29,1738,962,shot,,
