player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Žarko Udovičić', 'slug': 'zarko-udovicic', 'shortName': 'Ž. Udovičić', 'position': 'D', 'jerseyNumber': '33', 'userCount': 17, 'gender': 'M', 'id': 795938, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو أودوفيتشيتش', 'bn': 'জারকো উডোভিচ', 'hi': 'ज़ारको उदोविचिक'}, 'shortNameTranslation': {'ar': 'ز. أودوفيتشيتش', 'bn': 'জেড. উডোভিচ', 'hi': 'ज़ेड. उदोविचिक'}}}",True,miss,set-piece,"{'x': 21.6, 'y': 37.9, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59.2, 'z': 50}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6291852,90,3.0,5577,"{'start': {'x': 37.9, 'y': 21.6}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 50}}",1,723,177,shot,,
"{'name': 'Yankuba Jarju', 'slug': 'yankuba-jarju', 'shortName': 'Y. Jarju', 'position': 'F', 'jerseyNumber': '66', 'userCount': 44, 'gender': 'M', 'id': 990630, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكوبا جارجو'}, 'shortNameTranslation': {'ar': 'ي. جارجو'}}}",False,save,regular,"{'x': 19.1, 'y': 44.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49, 'z': 8.2}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6291836,86,,5124,"{'start': {'x': 44.6, 'y': 19.1}, 'block': {'x': 49.1, 'y': 0.2}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 91.8}}",5,276,2424,shot,"{'x': 0.2, 'y': 49.1, 'z': 0}",
"{'name': 'Louay Ben Hassine', 'slug': 'louay-ben-hassine', 'shortName': 'L. B. Hassine', 'position': 'M', 'jerseyNumber': '99', 'userCount': 214, 'gender': 'M', 'id': 1000815, 'fieldTranslations': {'nameTranslation': {'ar': 'لؤي بن حسين'}, 'shortNameTranslation': {'ar': 'ل. حسين'}}}",False,miss,assisted,"{'x': 12.6, 'y': 38.3, 'z': 0}",right-foot,right,"{'x': 0, 'y': 40.3, 'z': 18.1}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6291835,85,,5084,"{'start': {'x': 38.3, 'y': 12.6}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 81.9}}",6,316,2384,shot,,
"{'name': 'Uroš Sremčević', 'slug': 'uros-sremcevic', 'shortName': 'U. Sremčević', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1585, 'gender': 'M', 'id': 1166063, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش سريمشيفيتش'}, 'shortNameTranslation': {'ar': 'أ. سريمشيفيتش'}}}",True,block,assisted,"{'x': 18.4, 'y': 46.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 19}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6291902,79,,4691,"{'start': {'x': 46.8, 'y': 18.4}, 'block': {'x': 46.2, 'y': 14.9}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 81}}",12,709,1991,shot,"{'x': 14.9, 'y': 46.2, 'z': 0}",
"{'name': 'Yankuba Jarju', 'slug': 'yankuba-jarju', 'shortName': 'Y. Jarju', 'position': 'F', 'jerseyNumber': '66', 'userCount': 44, 'gender': 'M', 'id': 990630, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكوبا جارجو'}, 'shortNameTranslation': {'ar': 'ي. جارجو'}}}",False,save,assisted,"{'x': 3.5, 'y': 51.5, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.9, 'z': 8.2}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6291807,76,,4542,"{'start': {'x': 51.5, 'y': 3.5}, 'block': {'x': 49.8, 'y': 1.5}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 91.8}}",15,858,1842,shot,"{'x': 1.5, 'y': 49.8, 'z': 0}",
"{'name': 'Alfa Baldé', 'firstName': 'Alfa Baldé', 'lastName': '', 'slug': 'alfa-balde', 'shortName': 'A. Baldé', 'position': 'F', 'jerseyNumber': '17', 'userCount': 92, 'gender': 'M', 'id': 1158017, 'fieldTranslations': {'nameTranslation': {'ar': 'لوباس، فالنتين'}, 'shortNameTranslation': {'ar': 'ف. لوباس'}}}",False,miss,set-piece,"{'x': 20.4, 'y': 47.4, 'z': 0}",left-foot,high,"{'x': 0, 'y': 49.6, 'z': 77.8}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6291772,65,,3879,"{'start': {'x': 47.4, 'y': 20.4}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 22.2}}",26,1521,1179,shot,,
"{'name': 'Louay Ben Hassine', 'slug': 'louay-ben-hassine', 'shortName': 'L. B. Hassine', 'position': 'M', 'jerseyNumber': '99', 'userCount': 214, 'gender': 'M', 'id': 1000815, 'fieldTranslations': {'nameTranslation': {'ar': 'لؤي بن حسين'}, 'shortNameTranslation': {'ar': 'ل. حسين'}}}",False,save,assisted,"{'x': 22.2, 'y': 40.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 17.1}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6291691,45,2.0,2801,"{'start': {'x': 40.7, 'y': 22.2}, 'block': {'x': 50.7, 'y': 2.4}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 82.9}}",1,2599,101,shot,"{'x': 2.4, 'y': 50.7, 'z': 0}",
"{'name': 'Alfa Baldé', 'firstName': 'Alfa Baldé', 'lastName': '', 'slug': 'alfa-balde', 'shortName': 'A. Baldé', 'position': 'F', 'jerseyNumber': '17', 'userCount': 92, 'gender': 'M', 'id': 1158017, 'fieldTranslations': {'nameTranslation': {'ar': 'لوباس، فالنتين'}, 'shortNameTranslation': {'ar': 'ف. لوباس'}}}",False,block,assisted,"{'x': 12.9, 'y': 64, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 19}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6102022,31,,1814,"{'start': {'x': 64, 'y': 12.9}, 'block': {'x': 60.7, 'y': 9.6}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 81}}",15,886,1814,shot,"{'x': 9.6, 'y': 60.7, 'z': 0}",
"{'name': 'Wajdi Sahli', 'slug': 'wajdi-sahli', 'shortName': 'W. Sahli', 'position': 'M', 'jerseyNumber': '7', 'userCount': 230, 'gender': 'M', 'id': 1013823, 'fieldTranslations': {'nameTranslation': {'ar': 'وجدي السهلي'}, 'shortNameTranslation': {'ar': 'و. السهلي'}}}",False,miss,regular,"{'x': 28.5, 'y': 44.8, 'z': 0}",right-foot,left,"{'x': 0, 'y': 61, 'z': 15.3}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6101942,29,,1689,"{'start': {'x': 44.8, 'y': 28.5}, 'end': {'x': 39, 'y': 0}, 'goal': {'x': 39, 'y': 84.7}}",17,1011,1689,shot,,
"{'name': 'Alfa Baldé', 'firstName': 'Alfa Baldé', 'lastName': '', 'slug': 'alfa-balde', 'shortName': 'A. Baldé', 'position': 'F', 'jerseyNumber': '17', 'userCount': 92, 'gender': 'M', 'id': 1158017, 'fieldTranslations': {'nameTranslation': {'ar': 'لوباس، فالنتين'}, 'shortNameTranslation': {'ar': 'ف. لوباس'}}}",False,miss,assisted,"{'x': 21.4, 'y': 56, 'z': 0}",left-foot,left,"{'x': 0, 'y': 59.3, 'z': 11.1}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6101917,20,,1181,"{'start': {'x': 56, 'y': 21.4}, 'end': {'x': 40.7, 'y': 0}, 'goal': {'x': 40.7, 'y': 88.9}}",26,1519,1181,shot,,
