player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Vladan Kordić', 'firstName': '', 'lastName': '', 'slug': 'vladan-kordic', 'shortName': 'V. Kordić', 'position': 'F', 'jerseyNumber': '98', 'userCount': 8, 'gender': 'M', 'id': 959868, 'fieldTranslations': {'nameTranslation': {'ar': 'فلادان كوردتش'}, 'shortNameTranslation': {'ar': 'ف. كوردتش'}}}",True,save,regular,"{'x': 24, 'y': 23, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 50.9, 'z': 22.7}",0.01889,0.01147,6825980,90,7.0,5779,"{'start': {'x': 23, 'y': 24}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 77.3}}",1,521,379,shot,,
"{'name': 'Irfan Šahman', 'slug': 'irfan-sahman', 'shortName': 'I. Šahman', 'position': 'M', 'jerseyNumber': '8', 'userCount': 4, 'gender': 'M', 'id': 184773, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان شاهمان', 'bn': 'ইরফান শাহমান', 'hi': 'इरफान शाहमान'}, 'shortNameTranslation': {'ar': 'ع. شاهمان', 'bn': 'আই. শাহমান', 'hi': 'आई. शाहमान'}}}",False,block,corner,"{'x': 18, 'y': 51, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01349,,6825979,90,7.0,5766,"{'start': {'x': 51, 'y': 18}, 'block': {'x': 51, 'y': 18}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,534,366,shot,"{'x': 18, 'y': 51, 'z': 0}",
"{'name': 'Igor Vukcevic', 'firstName': '', 'lastName': '', 'slug': 'igor-vukcevic', 'shortName': 'I. Vukcevic', 'position': 'F', 'jerseyNumber': '11', 'userCount': 1, 'gender': 'M', 'id': 957906, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور فوكيفيتش'}, 'shortNameTranslation': {'ar': 'إ. فوكيفيتش'}}}",False,miss,throw-in-set-piece,"{'x': 9, 'y': 55, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58, 'z': 55.2}",0.2225,,6825978,90,1.0,5403,"{'start': {'x': 55, 'y': 9}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 44.8}}",1,897,3,shot,,
"{'name': 'Irfan Šahman', 'slug': 'irfan-sahman', 'shortName': 'I. Šahman', 'position': 'M', 'jerseyNumber': '8', 'userCount': 4, 'gender': 'M', 'id': 184773, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان شاهمان', 'bn': 'ইরফান শাহমান', 'hi': 'इरफान शाहमान'}, 'shortNameTranslation': {'ar': 'ع. شاهمان', 'bn': 'আই. শাহমান', 'hi': 'आई. शाहमान'}}}",False,miss,throw-in-set-piece,"{'x': 23, 'y': 64, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.5, 'z': 45.6}",0.002553,,6825977,85,,5068,"{'start': {'x': 64, 'y': 23}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 54.4}}",6,332,2368,shot,,
"{'name': 'Nemanja Belaković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-belakovic', 'shortName': 'N. Belaković', 'position': 'F', 'jerseyNumber': '8', 'userCount': 33, 'gender': 'M', 'id': 979046, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بيلاكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. بيلاكوفيتش'}}}",True,miss,regular,"{'x': 20, 'y': 35, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 40.2}",0.01244,,6825976,79,,4684,"{'start': {'x': 35, 'y': 20}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 59.8}}",12,716,1984,shot,,
"{'name': 'Marko Kordić', 'firstName': '', 'lastName': '', 'slug': 'marko-kordic', 'shortName': 'M. Kordić', 'position': 'G', 'jerseyNumber': '25', 'userCount': 4, 'gender': 'M', 'id': 188987, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو كورديتش', 'bn': 'মার্কো কর্ডিচ', 'hi': 'मार्को कोर्डिक'}, 'shortNameTranslation': {'ar': 'م. كورديتش', 'bn': 'এম. কোর্ডিচ', 'hi': 'एम. कोर्डिक'}}}",True,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.2, 'z': 29.2}",0.76,,6825981,77,,4608,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 70.8}}",14,792,1908,shot,,penalty
"{'name': 'Aleksa Ćetković', 'firstName': '', 'lastName': '', 'slug': 'aleksa-cetkovic', 'shortName': 'A. Ćetković', 'position': 'M', 'jerseyNumber': '28', 'userCount': 32, 'gender': 'M', 'id': 1005627, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسا تشيتكوفيتش', 'bn': 'আলেক্সা চেটকোভিচ', 'hi': 'अलेक्सा सेत्कोविक'}, 'shortNameTranslation': {'ar': 'أ. تشيتكوفيتش', 'bn': 'এ. চেটকোভিচ', 'hi': 'ए. सेत्कोविक'}}}",False,block,regular,"{'x': 22, 'y': 49, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04126,,6825975,72,,4277,"{'start': {'x': 49, 'y': 22}, 'block': {'x': 49, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1123,1577,shot,"{'x': 22, 'y': 49, 'z': 0}",
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 25, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",False,block,regular,"{'x': 13, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1163,,6825974,72,,4274,"{'start': {'x': 41, 'y': 13}, 'block': {'x': 41, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1126,1574,shot,"{'x': 13, 'y': 41, 'z': 0}",
"{'name': 'Petar Ražnatović', 'slug': 'petar-raznatovic', 'shortName': 'P. Ražnatović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 39, 'gender': 'M', 'id': 1947605, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر راجناتوفيتش'}, 'shortNameTranslation': {'ar': 'ب. راجناتوفيتش'}}}",False,save,regular,"{'x': 17, 'y': 69, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.3, 'z': 2.6}",0.0434,0.07827,6825973,53,,3137,"{'start': {'x': 69, 'y': 17}, 'end': {'x': 54.7, 'y': 0}, 'goal': {'x': 54.7, 'y': 97.4}}",38,2263,437,shot,,
"{'name': 'Igor Vukcevic', 'firstName': '', 'lastName': '', 'slug': 'igor-vukcevic', 'shortName': 'I. Vukcevic', 'position': 'F', 'jerseyNumber': '11', 'userCount': 1, 'gender': 'M', 'id': 957906, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور فوكيفيتش'}, 'shortNameTranslation': {'ar': 'إ. فوكيفيتش'}}}",False,miss,regular,"{'x': 10, 'y': 50, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.9, 'z': 43.5}",0.08928,,6825972,46,,2725,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 58.1, 'y': 0}, 'goal': {'x': 58.1, 'y': 56.5}}",45,2675,25,shot,,
