minute,value
0.0,0
1.0,2
2.0,-30
3.0,-23
4.0,-13
5.0,-2
6.0,16
7.0,17
8.0,17
9.0,17
10.0,16
11.0,20
12.0,23
13.0,19
14.0,21
15.0,18
16.0,15
17.0,14
18.0,24
19.0,9
20.0,16
21.0,20
22.0,22
23.0,23
24.0,-35
25.0,-38
26.0,-23
27.0,-14
28.0,-8
29.0,16
30.0,26
31.0,31
32.0,34
33.0,26
34.0,15
35.0,13
36.0,12
37.0,12
38.0,7
39.0,-15
40.0,-37
41.0,-17
42.0,-16
43.0,11
44.0,3
45.0,14
45.5,30
46.0,-25
47.0,-40
48.0,-29
49.0,-13
50.0,10
51.0,3
52.0,13
53.0,-56
54.0,-30
55.0,25
56.0,9
57.0,14
58.0,38
59.0,22
60.0,26
61.0,19
62.0,21
63.0,15
64.0,24
65.0,43
66.0,35
67.0,25
68.0,19
69.0,20
70.0,14
71.0,12
72.0,-66
73.0,-37
74.0,-19
75.0,-3
76.0,14
77.0,36
78.0,25
79.0,54
80.0,35
81.0,19
82.0,-42
83.0,-17
84.0,-30
85.0,-40
86.0,-26
87.0,-14
88.0,13
89.0,7
90.0,4
90.5,-45
